SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap,Daily_Returns_%
3,XRP,XRP,2013-08-07 23:59:59,0.0046820198185741,0.0043326099403202,0.0046692299656569,0.0044173197820782,0.0,34534120.936,-5.621291149002127
4,XRP,XRP,2013-08-08 23:59:59,0.0044240299612283,0.0041752899996936,0.0043966500088572,0.0042541702277958,0.0,33258632.2164,-3.693406009325495
5,XRP,XRP,2013-08-09 23:59:59,0.0043666800484061,0.0042526801116764,0.00425725011155,0.0042911199852824,0.0,33547503.2442,0.8685538073953447
6,XRP,XRP,2013-08-10 23:59:59,0.0043664998374879,0.0042785801924765,0.0042911199852824,0.004313820041716,0.0,33724969.3425,0.5290007390018392
7,XRP,XRP,2013-08-11 23:59:59,0.0044206101447343,0.004300270229578,0.004313820041716,0.0044153202325105,0.0,34518485.1564,2.3529073956020774
8,XRP,XRP,2013-08-12 23:59:59,0.0045201801694929,0.0043589798733592,0.0044143698178231,0.0044485400430858,0.0,34778195.4553,0.7523760186338935
9,XRP,XRP,2013-08-13 23:59:59,0.0044633201323449,0.004171309992671,0.0044633201323449,0.0042454302310943,0.0,33190303.8597,-4.565763374597154
10,XRP,XRP,2013-08-14 23:59:59,0.0042670499533414,0.0037853899411857,0.0042670499533414,0.0037884199991822,0.0,29617450.0458,-10.764756621481464
11,XRP,XRP,2013-08-15 23:59:59,0.0038036298938095,0.0030669500119984,0.0037881000898778,0.0030919699929654,0.0,24172680.7002,-18.383653511678787
12,XRP,XRP,2013-08-16 23:59:59,0.0031622799579054,0.0028748700860887,0.0030817301012575,0.0031335200183093,0.0,24497514.021,1.3438042878304524
13,XRP,XRP,2013-08-17 23:59:59,0.005683499854058,0.0031381100416183,0.0031381100416183,0.0056710098870098,0.0,44335331.1893,80.97889446609025
14,XRP,XRP,2013-08-18 23:59:59,0.0062633799389004,0.0055852700024843,0.005686730146408,0.0056174402125179,0.0,43916526.8332,-0.9446231898591506
15,XRP,XRP,2013-08-19 23:59:59,0.0058386698365211,0.0052233901806175,0.0055869598872959,0.0052604097872972,0.0,41125305.6407,-6.355749446609038
16,XRP,XRP,2013-08-20 23:59:59,0.0061577698215842,0.0053088702261447,0.0053762700408697,0.0060980501584708,0.0,47673882.8461,15.923481345432954
17,XRP,XRP,2013-08-21 23:59:59,0.0063487999141216,0.0059499600902199,0.0060983002185821,0.0061306501738727,0.0,47928746.0533,0.534597363988798
18,XRP,XRP,2013-08-22 23:59:59,0.0061381100676953,0.0051427199505269,0.0061306501738727,0.0051427199505269,0.0,40205218.1911,-16.114607673360847
19,XRP,XRP,2013-08-23 23:59:59,0.0052324798889458,0.004919049795717,0.0051787998527288,0.0051385900005698,0.0,40172930.3063,-0.08030672478436252
20,XRP,XRP,2013-08-24 23:59:59,0.0056028198450803,0.005125539842993,0.0051389802247285,0.005545990075916,0.0,43357938.6075,7.92824637305225
21,XRP,XRP,2013-08-25 23:59:59,0.0061476700939238,0.0055186199024319,0.0055255400948226,0.0061038900166749,0.0,47719539.3225,10.059519276488338
22,XRP,XRP,2013-08-26 23:59:59,0.0065068998374044,0.0060650501400232,0.0061038900166749,0.006416920106858,0.0,50166773.3641,5.128370421615558
23,XRP,XRP,2013-08-27 23:59:59,0.0069359401240944,0.0063734501600265,0.0064683998934924,0.0064520398154854,0.0,50441337.6536,0.5472985177089162
24,XRP,XRP,2013-08-28 23:59:59,0.0064627700485289,0.0060661300085484,0.0064510297961533,0.0062459697946906,0.0,48830305.1041,-3.193873979206019
25,XRP,XRP,2013-08-29 23:59:59,0.006245819851756,0.00575648015365,0.006245819851756,0.0057625998742878,0.0,45051371.7154,-7.7389090292061535
26,XRP,XRP,2013-08-30 23:59:59,0.006264479830861,0.0056103901006281,0.0057604201138019,0.0059303399175405,0.0,46362744.5491,2.9108396715368023
27,XRP,XRP,2013-08-31 23:59:59,0.006080930121243,0.0055760201066732,0.0059125698171556,0.0056317797861993,0.0,44028635.3728,-5.034452248818521
28,XRP,XRP,2013-09-01 23:59:59,0.0058719501830637,0.0055739399977028,0.0056230397894978,0.0057867001742124,0.0,45239782.8594,2.750824675224939
29,XRP,XRP,2013-09-02 23:59:59,0.0061151999980211,0.0055066999047994,0.0057988301850855,0.005527860019356,0.0,43216200.2656,-4.473018249846161
30,XRP,XRP,2013-09-03 23:59:59,0.0056926300749182,0.0054049198515713,0.005518089979887,0.0056698299013078,0.0,44326106.0794,2.568261161727814
31,XRP,XRP,2013-09-04 23:59:59,0.0062763202004134,0.005507490132004,0.0056598801165819,0.0056949900463223,0.0,44522804.1865,0.4437548471903252
32,XRP,XRP,2013-09-05 23:59:59,0.0059910798445343,0.0054743601940572,0.0056958901695907,0.0057147499173879,0.0,44677285.6888,0.34696936965430414
33,XRP,XRP,2013-09-06 23:59:59,0.0061507602222263,0.0056273997761309,0.0057174698449671,0.005865559913218,0.0,45856301.6484,2.638960549633862
34,XRP,XRP,2013-09-07 23:59:59,0.0062701702117919,0.0058315899223089,0.0058527598157525,0.0061729699373245,0.0,48259599.1493,5.240932300661583
35,XRP,XRP,2013-09-08 23:59:59,0.0063035800121724,0.0061197602190077,0.0061719799414277,0.0061830398626625,0.0,48338325.2995,0.163129343577606
36,XRP,XRP,2013-09-09 23:59:59,0.0065517597831785,0.0060791401192545,0.0061932099051773,0.0062700100243091,0.0,49018247.1747,1.4065922843516931
37,XRP,XRP,2013-09-10 23:59:59,0.0063318298198282,0.0058073601685464,0.0062779001891613,0.005807819776237,0.0,45404896.6918,-7.371443526887022
38,XRP,XRP,2013-09-11 23:59:59,0.0063928999006748,0.0056977998465299,0.0058069000951945,0.0062732300721108,0.0,49043420.7799,8.01351133136141
39,XRP,XRP,2013-09-12 23:59:59,0.0064415400847792,0.0060076098889112,0.0062871500849723,0.0063486299477517,0.0,49632889.6702,1.2019306605078661
40,XRP,XRP,2013-09-13 23:59:59,0.0067197200842201,0.0063164699822664,0.0063343201763927,0.006513109896332,0.0,50918776.1832,2.5907943908204834
41,XRP,XRP,2013-09-14 23:59:59,0.006550429854542,0.006287959869951,0.0065145599655807,0.0063398401252925,0.0,49564170.4189,-2.66032316047794
42,XRP,XRP,2013-09-15 23:59:59,0.0065164798870682,0.0063486699946224,0.0063486699946224,0.0064717698842287,0.0,50595584.6192,2.080963499534838
43,XRP,XRP,2013-09-16 23:59:59,0.0070801400579512,0.0062442300841212,0.0064960899762809,0.0070561598986387,0.0,55164281.2347,9.029833026574718
44,XRP,XRP,2013-09-17 23:59:59,0.0096581997349858,0.0070584001950919,0.0070859799161553,0.0096129300072789,0.0,75152827.3182,36.234582908664834
45,XRP,XRP,2013-09-18 23:59:59,0.0108709996566176,0.0095950802788138,0.0096165798604488,0.0107819000259041,0.0,84291705.9484,12.160392489491322
46,XRP,XRP,2013-09-19 23:59:59,0.0111506003886461,0.0107736997306346,0.0107736997306346,0.0109577998518943,0.0,85666872.7628,1.6314362549048944
47,XRP,XRP,2013-09-20 23:59:59,0.0111421002075076,0.0100843999534845,0.0109620001167058,0.0101130995899438,0.0,79063101.2555,-7.708666642642448
48,XRP,XRP,2013-09-21 23:59:59,0.010122800245881,0.0096425898373126,0.0101058995351195,0.0097002703696489,0.0,75835641.8126,-4.082123552955085
49,XRP,XRP,2013-09-22 23:59:59,0.0105515997856855,0.0096894595772027,0.0097337597981095,0.0104061001911759,0.0,81353742.9645,7.276393282144644
