Date,SNo,Name,Symbol,High,Low,Open,Close,Volume,Marketcap,Daily_Returns_%,MA_20,BB_upper,BB_lower,RSI_14,MACD,MACD_Signal,MACD_Hist,Stoch_%K,Stoch_%D
2013-05-19 23:59:59,21,Litecoin,LTC,3.4123098850250244,3.187880039215088,3.3020501136779785,3.303489923477173,0.0,58760676.4145,0.2597913246789041,3.3459625005722047,3.988655972182409,2.7032690289620005,40.54866292735119,-0.23586748628324816,-0.2574948571800937,0.02162737089684552,58.176335841200434,54.49900778113969
2013-05-20 23:59:59,22,Litecoin,LTC,3.323339939117432,3.150049924850464,3.314850091934204,3.18176007270813,0.0,56682748.951,-3.6848863955641575,3.2902259945869448,3.754380948298248,2.8260710408756413,43.339593908459285,-0.22412609255134086,-0.2508211042543431,0.026695011703002258,54.6670238336915,56.75666244497762
2013-05-21 23:59:59,23,Litecoin,LTC,3.215970039367676,3.040910005569458,3.193259954452514,3.086750030517578,0.0,55073034.1595,-2.9860844318687074,3.2545130014419557,3.659308744365302,2.8497172585186092,41.6839622420998,-0.21995200005805238,-0.244647283415085,0.02469528335703261,45.093161732996826,52.64550713596292
2013-05-22 23:59:59,24,Litecoin,LTC,3.1352899074554443,3.0311899185180664,3.091909885406494,3.120759963989258,0.0,55766901.417,1.1018039405664704,3.2419520020484924,3.646991021752834,2.836912982344151,39.95906526603843,-0.21146208104638964,-0.23801024294134593,0.02654816189495629,48.520235393890765,49.426806986859695
2013-05-23 23:59:59,25,Litecoin,LTC,3.186460018157959,3.090790033340454,3.118520021438598,3.181440114974976,0.0,56949220.3738,1.9444030199666784,3.248778510093689,3.644325561286214,2.8532314589011634,42.12535849818479,-0.1975600289666377,-0.2299202001464043,0.032360171179766584,54.634782702705344,49.416059943197645
2013-05-24 23:59:59,26,Litecoin,LTC,3.185499906539917,3.0365800857543945,3.170130014419556,3.1794800758361816,0.0,57017468.5839,-0.061608550466452,3.2337715148925783,3.614956170196712,2.8525868595884445,40.99490846647477,-0.1845730678785693,-0.2208507736928373,0.03627770581426798,64.27025576616961,55.808424620921905
2013-05-25 23:59:59,27,Litecoin,LTC,3.1954500675201416,3.0547900199890137,3.187750101089477,3.118690013885498,0.0,56026342.7178,-1.91194976853869,3.2101615190505983,3.5549710996694093,2.8653519384317874,41.956872228939936,-0.1771440512514637,-0.21210942920456258,0.03496537795309887,61.23194253033862,60.0456603330712
2013-05-26 23:59:59,28,Litecoin,LTC,3.32738995552063,3.087300062179565,3.124109983444214,3.2488999366760254,0.0,58457958.0306,4.17514796952525,3.204044020175934,3.5410736271276204,2.8670144132242474,49.306759196360886,-0.15891774465432817,-0.2014710922945157,0.04255334764018753,78.86192777802451,68.12137535817759
2013-05-27 23:59:59,29,Litecoin,LTC,3.261780023574829,3.0189900398254395,3.2307000160217285,3.100909948348999,0.0,55882131.6956,-4.5550799104769,3.1924525141716003,3.5267811405651694,2.858123887778031,44.47668295552111,-0.1546323155384508,-0.19210333694330273,0.03747102140485192,59.71852131475971,66.60413054104094
2013-05-28 23:59:59,30,Litecoin,LTC,3.130000114440918,3.01941990852356,3.102799892425537,3.092129945755005,0.0,55813731.901,-0.2831427787404417,3.176597011089325,3.4974426389895865,2.8557513831890637,61.41635297847948,-0.1502129930416185,-0.1837252681629659,0.033512275121347385,58.58277449630649,65.7210745296969
2013-05-29 23:59:59,31,Litecoin,LTC,3.123270034790039,3.019659996032715,3.092129945755005,3.09581995010376,0.0,55971818.8193,0.1193353582640055,3.160580503940582,3.4624981608722867,2.8586628470088775,57.52521681538696,-0.14474437258418105,-0.17592908904720894,0.031184716463027895,56.47826937962962,58.259855063565276
