Date,ticker,Open,High,Low,Close,Volume,Daily_Returns_%
2020-10-15,NEAR,1.17792876,1.24922492,1.08877985,1.12555705,34933418.81,-5.080813329253742
2020-10-16,NEAR,1.12460069,1.15171128,0.81455015,0.81751143,37020874.55,-27.36828133234117
2020-10-17,NEAR,0.81751144,0.85375487,0.7272235,0.80813619,23630172.51,-1.1468023144336925
2020-10-18,NEAR,0.8090369,0.87325962,0.80205949,0.87167397,14376472.53,7.862261433929851
2020-10-19,NEAR,0.87125754,0.87125754,0.77349476,0.8003661,12526816.83,-8.180566640070719
2020-10-20,NEAR,0.79985846,0.81001096,0.6726613,0.67606142,13390242.37,-15.530977636359156
2020-10-21,NEAR,0.67618542,0.74655884,0.67435653,0.70140572,12835212.59,3.7488161948362686
2020-10-22,NEAR,0.70165829,0.78685821,0.70165829,0.74923402,11632894.85,6.818920723942767
2020-10-23,NEAR,0.74930684,0.75261166,0.68918789,0.7283077,8050408.41,-2.7930285386667197
2020-10-24,NEAR,0.7283077,0.75395156,0.70735263,0.73907353,7326430.99,1.4781980198753875
2020-10-25,NEAR,0.73907353,0.84956798,0.72792552,0.84636459,17602175.0,14.51696693832345
2020-10-26,NEAR,0.84636459,0.84636459,0.74486423,0.77935698,14529440.17,-7.917109339368745
2020-10-27,NEAR,0.77935698,0.80190088,0.74775427,0.75754572,10473271.93,-2.7986225259700626
2020-10-28,NEAR,0.75754572,0.77651307,0.68117406,0.69911947,11024111.47,-7.712570800347207
2020-10-29,NEAR,0.69908702,0.72298704,0.67118249,0.69008243,7592468.62,-1.2926317157209155
2020-10-30,NEAR,0.69008243,0.702838,0.61770041,0.63167106,11372427.87,-8.464404752342425
2020-10-31,NEAR,0.63167106,0.65416389,0.61895812,0.63365591,3374594.02,0.3142220889461145
2020-11-01,NEAR,0.63365591,0.65507519,0.60010036,0.63429566,5407189.43,0.1009617348948888
2020-11-02,NEAR,0.63429566,0.64693319,0.60526663,0.60667264,16813813.07,-4.354912344820406
2020-11-03,NEAR,0.60667264,0.61239784,0.55746987,0.56166645,1086986.73,-7.418529703267973
2020-11-04,NEAR,0.56166645,0.56428447,0.52596364,0.53420985,6449744.85,-4.888417316006688
2020-11-05,NEAR,0.53420985,0.7166285,0.53293463,0.69227868,19017737.97,29.589276573616164
2020-11-06,NEAR,0.6925119,0.76228968,0.68915225,0.71821116,14062989.65,3.74595964734894
2020-11-07,NEAR,0.71821114,0.78797943,0.67346318,0.69687039,14092056.26,-2.971378222527199
2020-11-08,NEAR,0.69687114,0.82735551,0.68499469,0.815197,11126528.88,16.979715553705766
2020-11-09,NEAR,0.81520023,0.92612367,0.80132808,0.91290444,16478134.1,11.985745776787704
2020-11-10,NEAR,0.91288703,0.97063442,0.88273225,0.94353599,21560515.33,3.355395007170725
2020-11-11,NEAR,0.9435303,0.98979812,0.85822051,0.86233636,14450323.6,-8.605885823178827
2020-11-12,NEAR,0.86232674,0.87778882,0.76016269,0.78840596,13343145.07,-8.573267164566744
2020-11-13,NEAR,0.78840641,0.91326856,0.77970669,0.89936829,20365194.6,14.074263213332383
2020-11-14,NEAR,0.89936795,0.90370561,0.82374328,0.87087317,17048213.66,-3.1683483081219155
2020-11-15,NEAR,0.87087683,0.88496534,0.79802406,0.82680108,23586785.4,-5.06067835342775
2020-11-16,NEAR,0.8268009,0.89856124,0.81985324,0.86677881,16713699.41,4.835229533081886
2020-11-17,NEAR,0.91751576,0.98018738,0.89002224,0.92843164,39282785.02,7.112867699199987
2020-11-18,NEAR,0.92820337,0.94296173,0.79418346,0.83231176,33744128.15,-10.352930238353364
2020-11-19,NEAR,0.83229503,0.87588699,0.80486618,0.8449696,10825929.78,1.5208051367675113
2020-11-20,NEAR,0.84496805,0.9409046,0.83527096,0.9375589,27528672.28,10.95770782759522
2020-11-21,NEAR,0.93755183,1.20263259,0.93755183,1.18194803,86779207.25,26.066536193086122
2020-11-22,NEAR,1.18195008,1.18198817,1.00054748,1.07107708,27813148.96,-9.380357442619536
2020-11-23,NEAR,1.07098174,1.20514841,1.05536996,1.17009279,40960416.31,9.244499004684137
2020-11-24,NEAR,1.17025528,1.2908229,1.14136804,1.24154539,50191464.51,6.106575530646596
2020-11-25,NEAR,1.2416767,1.29822702,1.08146146,1.10727084,26504408.57,-10.815114057167097
2020-11-26,NEAR,1.10696292,1.12860295,0.9063862,1.00613028,70643865.21,-9.134220494779754
2020-11-27,NEAR,1.00709442,1.05147941,0.94256057,0.9966444,32146495.81,-0.9428083210059057
2020-11-28,NEAR,0.99661814,1.03751293,0.96148158,1.02196852,21095715.56,2.5409383728037804
2020-11-29,NEAR,1.02194688,1.04342819,0.99250358,1.01459373,19269021.84,-0.7216259459733476
2020-11-30,NEAR,1.01452906,1.09548777,1.00627586,1.07607754,24145336.64,6.059943816132196
2020-12-01,NEAR,1.07682542,1.13029817,0.99689021,1.06010543,65515678.51,-1.4842898774748203
2020-12-02,NEAR,1.05953444,1.19668359,1.03107821,1.17524969,40593260.22,10.861585719827893
2020-12-03,NEAR,1.17521756,1.19288556,1.13814919,1.15556143,10770455.59,-1.6752406035520973
2020-12-04,NEAR,1.15560369,1.22133434,1.0944712,1.10412601,19687326.43,-4.451119487433896
2020-12-05,NEAR,1.10329033,1.14204494,1.02230347,1.11282966,24940201.82,0.7882841198532997
2020-12-06,NEAR,1.11282092,1.12275475,1.01343683,1.03468791,12028257.6,-7.021896774390446
2020-12-07,NEAR,1.03490513,1.04945264,1.01013642,1.01150184,9082075.21,-2.240875705216272
2020-12-08,NEAR,1.01203025,1.02211812,0.91963525,0.93158275,7166604.18,-7.901032587345558
