Date,ticker,Open,High,Low,Close,Volume,Daily_Returns_%,MA_20,BB_upper,BB_lower,RSI_14,MACD,MACD_Signal,MACD_Hist,Stoch_%K,Stoch_%D,Close_t+1,Close_t+7,Close_t+30,Close_t+90
2019-05-19,MATIC,0.0123201489,0.0207489256,0.0123091422,0.0202305045,141440073.12,64.56334924121512,0.0068008312178205,0.0159852195172687,-0.0023835570816277,84.79507477455249,0.0026945419657202,0.0012605244832271,0.0014340174824931,97.07723395222736,89.3322631022025,0.0293425901,0.0243990171,0.0224488261,0.0141491172
2019-05-20,MATIC,0.0202305045,0.0329109321,0.0192923744,0.0293425901,396597432.65,45.0413166908418,0.0080440641397535,0.0215970724618991,-0.0055089441823921,89.01193920731095,0.0040098355442815,0.001810386695438,0.0021994488488435,88.06549731942778,87.35636030540536,0.0294537228,0.0221732909,0.0230879879,0.0139202242
2019-05-21,MATIC,0.029349397,0.0450171528,0.0251491645,0.0294537228,698132267.78,0.3787419570707939,0.0092980379186559,0.0257518398292065,-0.0071557639918945,90.1586314042732,0.0050035053662964,0.0024490104296097,0.0025544949366867,62.94915775277891,82.69729634147802,0.0221862639,0.0236421929,0.0224459168,0.0154660989
2019-05-22,MATIC,0.0294537228,0.0316123948,0.0204166686,0.0221862639,266364855.11,-24.67416071424424,0.0101974332257154,0.0274257909998928,-0.0070309245484618,73.69859852991046,0.0051452612933303,0.0029882606023538,0.0021570006909765,45.64799368156204,65.55421625125625,0.0272732424,0.0221083779,0.0212257722,0.0157291686
2019-05-23,MATIC,0.0221862639,0.0338106988,0.0218743234,0.0272732424,419427515.77,22.928504424758067,0.011348312351466,0.0299276761916816,-0.0072310514887496,77.04491922996212,0.0056034870276922,0.0035113058874215,0.0020921811402707,57.67026420143208,55.42247187859101,0.0253625017,0.0197932268,0.0218425553,0.0153782991
2019-05-24,MATIC,0.0274288342,0.0285955462,0.0229593911,0.0253625017,150950421.76,-7.005916905574816,0.0124180286747495,0.0316600377193353,-0.0068239803698363,73.52277407489382,0.005746214632361,0.0039582876364094,0.0017879269959515,52.39338195284056,51.90387994527823,0.0250023211,0.022288376,0.0209883905,0.016794358
2019-05-25,MATIC,0.0253625017,0.0283427907,0.0231340675,0.0250023211,148137222.22,-1.4201304124506042,0.0134807971795755,0.0330514418039137,-0.0060898474447627,72.45118688922823,0.0057638219712626,0.00431939450338,0.0014444274678825,50.6715602996042,53.57840215129227,0.0243990171,0.0210594724,0.0206632023,0.0154660629
2019-05-26,MATIC,0.0248878713,0.0273046192,0.0230409661,0.0243990171,95970365.5,-2.412991968173705,0.0145123039547059,0.0341023348228481,-0.0050777269134361,71.0837258474512,0.0056638054992195,0.0045882767025479,0.0010755287966716,48.31521766586175,50.46005330610217,0.0221732909,0.0201137606,0.0190538334,0.0148569407
2019-05-27,MATIC,0.0243864846,0.024906116,0.0209352016,0.0221732909,81723336.85,-9.122196156008266,0.0154527616114104,0.034590072203093,-0.003684548980272,65.28212987355661,0.005343349415434,0.0047392912451251,0.0006040581703088,39.749278890797086,46.245352285421006,0.0236421929,0.0191132838,0.0178036449,0.0137528097
2019-05-28,MATIC,0.0222515465,0.0251021013,0.0210330575,0.0236421929,93128408.09,6.624645870676793,0.0164672939189345,0.0350466598753625,-0.0021120720374935,67.7563396114789,0.0051485643308108,0.0048211458622623,0.0003274184685485,43.623510019138806,43.89600219193255,0.0221083779,0.0212279117,0.019182473,0.0139324914
2019-05-29,MATIC,0.0236421929,0.0248205853,0.0221031858,0.0221083779,56456075.04,-6.487617314043659,0.017415651500732,0.0350428798057599,-0.0002115768042959,64.14767643000587,0.0048149262237036,0.0048199019345505,-4.975710846935079e-06,37.52901061676388,40.30059984223325,0.0197932268,0.0228621275,0.0191669448,0.0142325514
2019-05-30,MATIC,0.0221083779,0.0232762091,0.0186826447,0.0197932268,53390395.22,-10.47182706244586,0.0182167973603815,0.0346487105289174,0.0017848841918455,59.776854874613306,0.0043139734739905,0.0047187162424385,-0.000404742768448,29.320967403375548,36.82449601309275,0.022288376,0.0237265418,0.0237997849,0.0129458571
2019-05-31,MATIC,0.0197932268,0.0229619665,0.0194653055,0.022288376,58953725.21,12.606075933005512,0.0191007997773864,0.0343067197385568,0.0038948798162161,58.91905768531079,0.0040713702760786,0.0045892470491666,-0.0005178767730879,30.96889625897387,32.606291426371094,0.0210594724,0.0245092515,0.0219707446,0.011708757
2019-06-01,MATIC,0.0222004898,0.0228747071,0.0206887781,0.0210594724,56083345.22,-5.513652497606813,0.019890118089372,0.0336433250155499,0.006136911163194,60.039734242439366,0.003736866967446,0.0044187710328224,-0.0006819040653764,26.752865038118063,29.014242900155825,0.0201137606,0.0259062832,0.0221572511,0.0122965987
2019-06-02,MATIC,0.0210594724,0.022191736,0.019684659,0.0201137606,34962105.69,-4.490671855577933,0.020462435730722,0.0331615087848189,0.007763362676625,49.8407785470156,0.0033567649499423,0.0042063698162464,-0.000849604866304,5.434374700381252,21.052045332491065,0.0191132838,0.0254987733,0.0199994399,0.0118456853
