Date,ticker,Open,High,Low,Close,Volume,Daily_Returns_%,MA_20,BB_upper,BB_lower,RSI_14,MACD,MACD_Signal,MACD_Hist,Stoch_%K,Stoch_%D,Close_t+1,Close_t+7,Close_t+30,Close_t+90
2017-08-15,BNB,1.3270900249,1.3789199591,0.9233719707,1.0565500259,19824400.0,-18.449021439721943,0.311887440835,1.016444217722276,-0.3926693360522763,83.34034044443362,0.2092108097916806,0.0991547139003948,0.1100560958912858,70.21732121920284,80.73530269868797,1.4372400045,2.4852700233,0.6787840128,1.686619997
2017-08-16,BNB,1.1196899414,1.452720046,1.078690052,1.4372400045,31363100.0,36.031420119053735,0.378362591195,1.2360538953695015,-0.4793287129795015,86.82960567134573,0.2621691614871401,0.1317576034177438,0.1304115580693962,98.08322519882309,85.34218317675497,1.9671499729,2.5804300308,0.799709022,1.5925799608
2017-08-17,BNB,1.4369699955,2.1113100052,1.3236399889,1.9671499729,61296500.0,36.86997068971441,0.47151673995,1.5736406833164236,-0.6306072034164236,89.77912758583564,0.342945085092561,0.1739950997527073,0.1689499853398537,92.82289937582858,87.0411485979515,2.3840000629,2.3793199062,0.8041980267,1.5304499865
2017-08-18,BNB,1.9251899719,2.7541201115,1.8947000504,2.3840000629,69048000.0,21.190559730709,0.58532619327,1.9645689600019027,-0.7939165734619027,91.32270803364356,0.4355758576598559,0.226311251334137,0.2092646063257189,86.0176410067803,92.30792186047732,2.0933699608,2.4968700409,0.7895889878,1.57791996
2017-08-19,BNB,2.3343999386,2.3343999386,1.819939971,2.0933699608,43391300.0,-12.190859665769691,0.684673991425,2.1983599638130897,-0.8290119809630898,82.48395223422571,0.4800018296443763,0.2770493669961849,0.2029524626481914,74.84524075284462,84.56192704515117,2.5025799274,2.1693599224,0.9092019796,1.5103600025
2017-08-20,BNB,2.1082100868,2.689440012,2.0758199692,2.5025799274,65350400.0,19.547904778552216,0.80459048785,2.494417976269037,-0.885237000569037,84.56227171562061,0.5419819266300333,0.3300358789229546,0.2119460477070787,90.4022338460188,83.75503853521457,2.7011098862,2.0051898956,0.8024250269,1.6743299961
2017-08-21,BNB,2.4307498932,2.9089200497,2.4307498932,2.7011098862,72000600.0,7.933011714285509,0.93465264216,2.78855507190705,-0.9192497875870504,85.33459779143291,0.6002025471740091,0.3840692125731655,0.2161333346008436,92.473793195158,85.9070892646738,2.4852700233,2.0429000854,0.7478899956,1.6137700081
2017-08-22,BNB,2.7244501114,2.7244501114,2.2247900963,2.4852700233,52091300.0,-7.99078423290841,1.053893543405,2.986967900806432,-0.8791808139964319,80.12995852479791,0.6217590836403832,0.4316071867866091,0.1901518968537741,84.23194836796748,89.03599180304809,2.5804300308,2.3275799751,0.7021399736,1.6244499683
2017-08-23,BNB,2.4739699364,2.955450058,2.4739699364,2.5804300308,64925100.0,3.828960499577594,1.177582944925,3.171084758796072,-0.8159188689460717,80.52787341849377,0.6391536460440623,0.4731164786380998,0.1660371674059625,86.16365495654503,87.62313217322351,2.3793199062,2.3500499725,0.7158929706,1.5740599632
2017-08-24,BNB,2.6273601055,2.6639699936,2.2833800316,2.3793199062,45080400.0,-7.793667032221396,1.291174240405,3.2868409543603887,-0.704492473550389,75.87321747528026,0.629455089314819,0.5043842007734436,0.1250708885413753,78.21306003330639,82.8695544526063,2.4968700409,2.2037899494,0.7709649801,1.6117500067
2017-08-25,BNB,2.3905699253,2.7299699783,2.3905699253,2.4968700409,49977600.0,4.940493054073536,1.409574192755,3.395850227518796,-0.5767018420087959,76.32018728926674,0.6240604463341886,0.5283194498855927,0.0957409964485959,82.48264491462633,82.28645330149259,2.1693599224,2.3841700554,0.7832679749,1.548699975
2017-08-26,BNB,2.5303800106,2.5388400555,1.9605599642,2.1693599224,26690700.0,-13.116826792552994,1.51149223893,3.4295457136098264,-0.4065612357498265,70.16984365041473,0.5865959109409975,0.5399747420966736,0.0466211688443238,68.67492939007374,76.45687811266883,2.0051898956,1.9926799536,0.9170590043,1.7177100182
2017-08-27,BNB,2.179970026,2.3135499954,1.858019948,2.0051898956,17214900.0,-7.567671233567175,1.60430933385,3.421742524410548,-0.213123856710548,64.08718783585891,0.5374623165612498,0.5394722569895889,-0.0020099404283391,57.18943357171346,69.44900262547118,2.0429000854,1.575799942,0.8607469797,1.8738700151
2017-08-28,BNB,2.021490097,2.167429924,1.9628000259,2.0429000854,15413900.0,1.8806293549926467,1.695233288395,3.4004869579509567,-0.0100203811609567,60.31115659582939,0.4958506287940825,0.5307479313504877,-0.0348973025564052,55.0927703588683,60.3190444402185,2.3275799751,1.0495699644,1.1436599493,1.8531299829
2017-08-29,BNB,2.1062500477,2.3275799751,1.9897300005,2.3275799751,20372000.0,13.93508628907123,1.799466687425,3.381325090184286,0.2176082846657137,67.31860562222718,0.4803076665731496,0.5206598783950201,-0.0403522118218705,66.54499874474361,59.60906755844179,2.3500499725,0.9737160206,1.3778799772,1.942980051
2017-08-30,BNB,2.2819399834,2.365350008,2.0945599079,2.3500499725,24830000.0,0.9653802507488374,1.899515235405,3.342110436214078,0.4569200345959221,63.78312988218689,0.4644490188527819,0.5094177064865726,-0.0449686876337906,62.90008882817471,61.51261931059554,2.2037899494,1.0861400366,1.2662400007,1.9171099663
2017-08-31,BNB,2.3282299042,2.4081499577,2.196449995,2.2037899494,20214800.0,-6.22369842392787,1.99007613359,3.250219313155959,0.7299329540240413,54.04142395276081,0.4350638198632883,0.4945469291619158,-0.0594831092986274,33.804189188321864,54.41642558708006,2.3841700554,1.3662199974,1.2835799456,1.7515300512
