SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap,Daily_Returns_%
2,Tether,USDT,2015-03-02 23:59:59,0.6078900098800659,0.5683140158653259,0.5712490081787109,0.6065019965171814,3.032500028610229,152595.9032,-49.69877344164011
3,Tether,USDT,2015-03-03 23:59:59,0.6062290072441101,0.604416012763977,0.6051290035247803,0.6062290072441101,3.031130075454712,152527.2164,-0.04501044920526276
4,Tether,USDT,2015-03-06 23:59:59,1.0,1.0,1.0,1.0,92.64720153808594,251600.0,64.95416551345097
5,Tether,USDT,2015-03-07 23:59:59,1.0,1.0,1.0,1.0,58196.80078125,251600.0,0.0
6,Tether,USDT,2015-03-08 23:59:59,1.0,1.0,1.0,1.0,31.13940048217773,251600.0,0.0
7,Tether,USDT,2015-03-09 23:59:59,1.0,1.0,1.0,1.0,142.9969940185547,251600.0,0.0
8,Tether,USDT,2015-03-10 23:59:59,1.0,1.0,1.0,1.0,49996.69921875,251600.0,0.0
9,Tether,USDT,2015-03-11 23:59:59,1.0,1.0,1.0,1.0,49.31069946289063,251600.0,0.0
10,Tether,USDT,2015-03-12 23:59:59,1.0,1.0,1.0,1.0,80418.296875,251600.0,0.0
11,Tether,USDT,2015-03-13 23:59:59,1.0,1.0,1.0,1.0,75.27570343017578,251600.0,0.0
12,Tether,USDT,2015-03-14 23:59:59,1.0,1.0,1.0,1.0,17705.099609375,251600.0,0.0
13,Tether,USDT,2015-03-15 23:59:59,1.0,1.0,1.0,1.0,15124.5,251600.0,0.0
14,Tether,USDT,2015-03-16 23:59:59,1.0,1.0,1.0,1.0,49631.5,251600.0,0.0
15,Tether,USDT,2015-03-17 23:59:59,1.0,1.0,1.0,1.0,4284.02001953125,251600.0,0.0
16,Tether,USDT,2015-03-18 23:59:59,1.0,1.0,1.0,1.0,202.34300231933597,251600.0,0.0
17,Tether,USDT,2015-03-19 23:59:59,1.0,1.0,1.0,1.0,713.947021484375,251600.0,0.0
