Date,SNo,Name,Symbol,High,Low,Open,Close,Volume,Marketcap,Daily_Returns_%,MA_20,BB_upper,BB_lower,RSI_14,MACD,MACD_Signal,MACD_Hist,Stoch_%K,Stoch_%D,Close_t+1,Close_t+7
2020-10-08 23:59:59,21,Uniswap,UNI,3.41710007,2.58260796,2.79732568,3.27030556,717724262.1603651,316782350.84644824,16.793977588051277,4.198931506766,5.785739041817947,2.6121239717140528,25.24829731198088,-0.6053573363421707,-0.4882973482161575,-0.1170599881260132,26.336836980080868,13.789420646415245,3.09736689,2.90694874
2020-10-09 23:59:59,22,Uniswap,UNI,3.55527319,2.99539995,3.28565959,3.09736689,672751180.9683499,300030423.7594074,-5.288150199640674,4.067576642228,5.554460624173952,2.5806926602820486,24.926916334649174,-0.6078878769811586,-0.5122154539691578,-0.0956724230120008,21.2943843917686,19.543266960005315,3.33152713,3.03497654
2020-10-10 23:59:59,23,Uniswap,UNI,3.63220356,3.05492812,3.08181189,3.33152713,562610976.5370011,322712656.47065043,7.55997750076034,3.971943224259,5.384357048009301,2.5595294005086995,30.83807372385897,-0.5842635477726037,-0.526625072729847,-0.0576384750427566,29.1530218517554,25.594747741201623,3.38724035,3.0006826
2020-10-11 23:59:59,24,Uniswap,UNI,3.44217517,3.25074287,3.33123934,3.38724035,411091368.0944885,328109389.42903274,1.6723027556434733,3.9280013137675,5.356477120596649,2.49952550693835,32.03039941803222,-0.5546518244579506,-0.5322304230754678,-0.0224214013824828,37.35749031614477,29.268298853222927,3.26026136,3.26685888
2020-10-12 23:59:59,25,Uniswap,UNI,3.42904253,3.20308461,3.37902053,3.26026136,558369285.3870684,315809405.88573736,-3.7487446085719855,3.8957574885,5.35518351078866,2.436331466211341,36.40460407468359,-0.5352603159412515,-0.5328364016486246,-0.0024239142926268,39.01838117786192,35.176297781920695,3.49726586,3.17766422
2020-10-13 23:59:59,26,Uniswap,UNI,3.62266013,3.23538533,3.26167314,3.49726586,383311535.2451846,338767151.10857934,7.269493878858846,3.8379575365,5.262206324976616,2.4137087480233843,36.54601779706746,-0.4950613640727122,-0.5252813941334421,0.0302200300607299,50.61558062578895,42.33048403993188,3.08202347,2.86980023
2020-10-14 23:59:59,27,Uniswap,UNI,3.58245159,2.6488059,3.50017875,3.08202347,516845492.97146094,298544164.02639323,-11.873343538143244,3.735195407,5.057659970089787,2.412730843910212,36.43013475745468,-0.4910494828757348,-0.5184350118819007,0.0273855290061658,30.296773109206363,39.97691163761908,2.90694874,2.94137384
2020-10-15 23:59:59,28,Uniswap,UNI,3.07741004,2.86653965,3.0773485,2.90694874,439092200.2233341,541141642.9031625,-5.680512549763305,3.629895269,4.855834565164018,2.4039559728359823,29.85885421632948,-0.4962763409364994,-0.5140032776928204,0.0177269367563209,24.275300181957764,35.06255130565103,3.03497654,3.03945049
2020-10-16 23:59:59,29,Uniswap,UNI,3.16335461,2.80555941,2.90838269,3.03497654,578856190.3794163,566018740.9886383,4.404198747584398,3.5413500535000004,4.660850421715271,2.42184968528473,37.53718484143751,-0.4845028429392464,-0.5081031907421056,0.0236003478028592,34.428212226756415,29.666761839306847,3.0006826,3.01219005
2020-10-17 23:59:59,30,Uniswap,UNI,3.08567533,2.96052754,3.03737341,3.0006826,274343380.146428,560759317.8628457,-1.129957334035936,3.4523392369999995,4.4311103755119525,2.473568098488047,36.99650697905295,-0.4724928913694413,-0.5009811308675728,0.0284882394981315,39.74334515124674,32.81561918665364,3.26685888,2.943257
2020-10-18 23:59:59,31,Uniswap,UNI,3.27679891,2.98276067,2.99508022,3.26685888,270238696.62769705,658804132.0498519,8.870524326698192,3.406283225,4.324093006125942,2.488473443874058,43.68756233643784,-0.4364654153376062,-0.4880779877615795,0.0516125724239733,64.14789496740924,46.10648411513747,3.17766422,2.77574688
2020-10-19 23:59:59,32,Uniswap,UNI,3.28186631,3.12873845,3.27467548,3.17766422,353126948.0164669,642198931.2594732,-2.7302881231282328,3.3442974415,4.132951953200386,2.555642929799614,46.006515425645226,-0.4103800390125203,-0.4725383980117677,0.0621583589992474,61.128414667287934,55.00655159531464,2.86980023,2.72590258
2020-10-20 23:59:59,33,Uniswap,UNI,3.18129683,2.82147395,3.17358289,2.86980023,542347476.0741956,595506496.7879803,-9.688373871044186,3.2871367145,4.036452679544086,2.537820749455914,50.64721086381598,-0.4098250335269116,-0.4599957251147965,0.0501706915878849,34.80030551362434,53.35887171610717,2.94137384,2.82239855
2020-10-21 23:59:59,34,Uniswap,UNI,3.06571378,2.85083113,2.86189747,2.94137384,641102099.6216476,610958556.284688,2.49402760693207,3.221212164,3.828784466147336,2.613639861852664,52.537458757275566,-0.3990102536903017,-0.4477986308298975,0.0487883771395958,34.18134374801112,43.37002130964114,3.03945049,2.67611603
2020-10-22 23:59:59,35,Uniswap,UNI,3.13980626,2.93028557,2.94084829,3.03945049,490414766.6593528,631330250.4628034,3.3343823442721687,3.183889774,3.7344382384149855,2.6333413095850142,45.21508129973505,-0.3781662318389376,-0.4338721510317055,0.0557059191927679,39.723969853660215,36.23520637176523,3.01219005,2.54161629
2020-10-23 23:59:59,36,Uniswap,UNI,3.12028148,2.9744434,3.04407276,3.01219005,340365373.12678003,629314884.2756435,-0.89688712119802,3.1449185710000003,3.619430838895487,2.6704063031045138,48.12107820635275,-0.3597004807948321,-0.4190378169843309,0.0593373361894988,36.95190305821959,36.95240555329698,2.943257,2.41416755
2020-10-24 23:59:59,37,Uniswap,UNI,3.08329223,2.93770967,3.01219006,2.943257,228726426.04521856,616104225.8426412,-2.2884694808682493,3.108635166,3.521398339091185,2.695871992908815,40.76169465396935,-0.3466327940133267,-0.4045568123901301,0.0579240183768033,30.235644199029657,35.637172370303155,2.77574688,2.26642787
2020-10-25 23:59:59,38,Uniswap,UNI,2.96679659,2.7299389,2.943257,2.77574688,280177012.5004011,582448679.857583,-5.691318155363268,3.076462246,3.4876051218334783,2.665319370166521,36.1853788781066,-0.3458069772584342,-0.3928068453637909,0.0469998681053567,13.034905644964924,26.74081763407139,2.72590258,2.37930546
2020-10-26 23:59:59,39,Uniswap,UNI,2.86815301,2.5507011,2.77574703,2.72590258,402513710.1500299,572875510.6687803,-1.7957076835478536,3.0710453095,3.498169583101804,2.643921035898196,37.49204932486359,-0.3451953330515143,-0.3832845429013356,0.0380892098498213,16.34404628318679,19.871532042393792,2.82239855,2.25425989
2020-10-27 23:59:59,40,Uniswap,UNI,2.90054865,2.71078781,2.72590256,2.82239855,374717068.8986912,595071764.8665643,3.539963999740592,3.072162061,3.496410269708894,2.6479138522911065,33.09084597285546,-0.3330845904614596,-0.3732445524133604,0.0401599619519008,26.33363905647382,18.570863661541846,2.67611603,2.13431874
2020-10-28 23:59:59,41,Uniswap,UNI,2.85034013,2.59936174,2.82239888,2.67611603,382606651.5706099,564790634.9580132,-5.182915077673911,3.0424525845000003,3.4908120807485394,2.594093088251461,38.24552458072043,-0.3314695419882092,-0.3648895503283302,0.033420008340121,17.152748555965932,19.94347796520885,2.54161629,1.93011859
2020-10-29 23:59:59,42,Uniswap,UNI,2.73456913,2.49409014,2.67611619,2.54161629,452924613.8820874,537048830.213098,-5.02593080764141,3.0146650545,3.5146130741942763,2.514717034805724,39.16591683459685,-0.3371560839309535,-0.3593428570488549,0.0221867731179014,6.032950958646025,16.506446190361928,2.41416755,2.20612935
2020-10-30 23:59:59,43,Uniswap,UNI,2.55472877,2.26524486,2.54161714,2.41416755,407724693.280509,511147587.4136733,-5.014476044296979,2.9687970755000004,3.512734253461565,2.4248598975384352,31.58333047604188,-0.3479359683142324,-0.3570614793019304,0.0091255109876979,14.648784953337358,12.611494822649773,2.26642787,2.5507954
2020-10-31 23:59:59,44,Uniswap,UNI,2.41416755,2.25159656,2.41416755,2.26642787,195366722.8735093,480662058.457911,-6.119694550612298,2.9127564515000004,3.5040597489613203,2.3214531540386805,29.591560619206263,-0.3642021659556711,-0.3584896166326786,-0.0057125493229924,1.4395559997757803,7.373763970586388,2.37930546,2.46649654
2020-11-01 23:59:59,45,Uniswap,UNI,2.43362193,2.22745794,2.26642788,2.37930546,189355187.03208768,507214061.622942,4.98041837087011,2.8687086565,3.481861712786583,2.255555600213417,23.03254593187974,-0.3637914057493261,-0.3595499744560081,-0.0042414312933179,14.401205862961806,10.16318227202498,2.25425989,2.84861707
2020-11-02 23:59:59,46,Uniswap,UNI,2.44083514,2.24325691,2.37930535,2.25425989,267321819.1266569,481565079.28856176,-5.25554923914644,2.806558358,3.4032164406514767,2.209900275348524,22.541459807501965,-0.3692989592543334,-0.3614997714156732,-0.0077991878386601,2.8099032531584336,6.21688837196534,2.13431874,2.67686302
2020-11-03 23:59:59,47,Uniswap,UNI,2.28102325,2.06594231,2.25425961,2.13431874,249641515.28974253,456747205.28593296,-5.320644284719112,2.7591731215,3.4116375967393955,2.1067086462606044,25.377732003124702,-0.3789734138892617,-0.3649944999103909,-0.0139789139788708,6.367327071553136,7.859478729224459,1.93011859,3.00754392
2020-11-04 23:59:59,48,Uniswap,UNI,2.16038741,1.8889727,2.13432465,1.93011859,339588343.30015147,413703375.8057868,-9.567462730519804,2.710331614,3.4558312218314367,1.964832006168564,18.906566921726508,-0.3985238001258664,-0.371700359953486,-0.0268234401723803,3.289477618429099,4.155569314380223,2.20612935,2.91237512
2020-11-05 23:59:59,49,Uniswap,UNI,2.40161741,1.76381655,1.93012344,2.20612935,513013237.58820254,473798080.6251046,14.30019696354512,2.6688892545000003,3.430381158855012,1.9073973501449888,26.904665465152178,-0.387281520167356,-0.37481659199626,-0.012464928171096,32.60775787251646,14.088187520832898,2.5507954,2.93014159
2020-11-06 23:59:59,50,Uniswap,UNI,2.6778813,2.18203083,2.20611582,2.5507954,584436650.2169098,548667148.8368093,15.623111582283244,2.6463948945,3.393053631683326,1.899736157316673,39.12572112636078,-0.3465652738161884,-0.3691663283602457,0.0226010545440573,59.643300890547685,31.846845460497747,2.46649654,3.8796593
2020-11-07 23:59:59,51,Uniswap,UNI,2.99585781,2.44812623,2.5507954,2.46649654,771051234.7782099,533591764.2474856,-3.304806806535721,2.6063767775000004,3.296682643878346,1.916070911121655,38.84437463696753,-0.3174403143807587,-0.3588211255643483,0.0413808111835896,57.03380339713623,49.76162072006679,2.84861707,3.80910701
2020-11-08 23:59:59,52,Uniswap,UNI,2.88537031,2.44255685,2.46649654,2.84861707,478996896.8201713,617187405.5768973,15.492441355705289,2.58992442,3.237247297948513,1.9426015420514875,51.54945927669525,-0.2605215111264396,-0.3391612026767666,0.0786396915503269,88.04904147447141,68.24204858738511,2.67686302,3.86200742
