Date,ticker,Open,High,Low,Close,Volume,Daily_Returns_%,MA_20,BB_upper,BB_lower,RSI_14,MACD,MACD_Signal,MACD_Hist,Stoch_%K,Stoch_%D,Close_t+1,Close_t+7,Close_t+30,Close_t+90
2017-10-04,TRX,0.0024691100698,0.00352132995613,0.0024000799749,0.00325024011545,1072200.0,32.852113882405035,0.0023673879913995,0.0034087063627903,0.0013260696200086,54.569029695769146,0.0001746570196586,0.0001138097166288,6.0847303029873786e-05,42.593551694887054,24.05059552475952,0.00332021992654,0.00246993009932,0.00222733989358,0.0786816999
2017-10-05,TRX,0.00326924002729,0.00348845007829,0.00294174998999,0.00332021992654,704167.0,2.153065884497307,0.0024433559854525,0.0035312942408636,0.0013554177300413,60.17363979662529,0.0002312377926724,0.0001372953318375,9.394246083489373e-05,44.26347068183889,36.75708868904184,0.00299553992227,0.00234474008903,0.00212795007974,0.0947028026
2017-10-06,TRX,0.00332064996473,0.00335405999795,0.00281484005973,0.00299553992227,478330.0,-9.77887041983838,0.002501576981741,0.0035761076094324,0.0014270463540495,58.296639383085775,0.0002470318704175,0.0001592426395535,8.778923086399449e-05,36.51567463367903,41.12423233680166,0.00245921988972,0.002112749964,0.0022186099086,0.2079740018
2017-10-07,TRX,0.00299494992942,0.00417293980718,0.00223971996456,0.00245921988972,352974.0,-17.90395209100003,0.0024585419741935,0.0034616418910751,0.0014554420573118,50.88187566803584,0.0002138076054227,0.0001701556327273,4.365197269537148e-05,23.717540550607005,34.83222862204164,0.00252997991629,0.00239377003163,0.00212537008338,0.2205549926
2017-10-08,TRX,0.00256541999988,0.00285377004184,0.00232626008801,0.00252997991629,239490.0,2.877336299441557,0.002421915467131,0.0033522695067668,0.0014915614274951,52.21557621439157,0.0001909853189518,0.0001743215699722,1.6663748979555662e-05,25.40607771648319,28.546430966923072,0.00218107993715,0.00228560995311,0.00218352000229,0.1747969985
2017-10-09,TRX,0.00256671011448,0.0027190700639,0.00194333004765,0.00218107993715,350960.0,-13.790622482554417,0.0024164039583424,0.0033513106516814,0.0014814972650035,53.21531620822662,0.0001430956623386,0.0001680763884455,-2.498072610691355e-05,25.83017582309996,24.98459803006338,0.00222547003068,0.00215642992407,0.0023380399216,0.1996549964
2017-10-10,TRX,0.00218646996655,0.00228535989299,0.00196268991567,0.00222547003068,215705.0,2.03523459979209,0.0023953069641735,0.00332730316304,0.0014633107653069,53.87472441370186,0.0001074856463866,0.0001559582400337,-4.8472593647112e-05,27.48310524294777,26.23978626084364,0.00246993009932,0.00194370001554,0.00234399992041,0.1519930065
2017-10-11,TRX,0.00228889007121,0.00255266996101,0.00225815991871,0.00246993009932,289055.0,10.984648872818315,0.0024148384749434,0.0033352512981235,0.0014944256517634,49.20298265519151,9.786224168458792e-05,0.0001443390403639,-4.6476798679330944e-05,36.58592993422686,29.9664036667582,0.00234474008903,0.00209481990896,0.00201259995811,0.1247820035
2017-10-12,TRX,0.00247074989602,0.00254759006202,0.00219703000039,0.00234474008903,136756.0,-5.068564908961037,0.00243452647701,0.0033296601840208,0.0015393927699991,44.89075133109146,7.922063043694577e-05,0.0001313153583785,-5.209472794157847e-05,31.92429859660549,31.99777792459338,0.002112749964,0.00191528000869,0.00200324994512,0.1295530051
2017-10-13,TRX,0.00234462996013,0.00250993994996,0.0020220100414,0.002112749964,184709.0,-9.894065705422062,0.002422879973893,0.0033288762897457,0.0015168836580402,51.35176322091231,4.520624549196172e-05,0.0001140935358012,-6.888729030925002e-05,14.521671191419662,27.67729990741734,0.00239377003163,0.00194218999241,0.00178261997644,0.1090800017
2017-10-14,TRX,0.00211389991455,0.00249787000939,0.00208685989492,0.00239377003163,121404.0,13.301151220845563,0.0024302669800825,0.0033325937240617,0.0015279402361032,51.38526889714853,4.0459182961481537e-05,9.93666652332657e-05,-5.890748227178416e-05,26.016801324104637,24.154257037376595,0.00228560995311,0.00229842006229,0.00211181002669,0.1088579968
2017-10-15,TRX,0.00237766001374,0.00245970999822,0.0020775499288,0.00228560995311,116033.0,-4.518398889234588,0.0024557099794044,0.0033077432899244,0.0016036766688845,54.86399266831064,2.7650746704251102e-05,8.502348152746278e-05,-5.737273482321167e-05,21.51918440732949,20.68588564095126,0.00215642992407,0.00258300988935,0.00248508993536,0.1030350029
2017-10-16,TRX,0.00228650006466,0.00233717006631,0.00200840993784,0.00215642992407,152645.0,-5.651884253663953,0.002476641477552,0.0032731767148857,0.0016801062402182,41.20345981788832,6.99557926642962e-06,6.941790107525615e-05,-6.242232180882653e-05,9.55771654353341,19.031234091655847,0.00194370001554,0.00242787995376,0.00232231989503,0.0847823992
2017-10-17,TRX,0.00215566996485,0.00224333000369,0.00190726004075,0.00194370001554,116008.0,-9.864911730055104,0.002445776481182,0.0032756886029373,0.0016158643594266,42.88088279480891,-2.623687315894555e-05,5.028694622841581e-05,-7.652381938736136e-05,1.6083455061243264,10.895082152329076,0.00209481990896,0.00263237999752,0.0022091800347,0.0756938979
2017-10-18,TRX,0.00194294005632,0.00210599997081,0.0018298199866,0.00209481990896,189768.0,7.774856830364119,0.002405210479629,0.0032195434140555,0.0015908775452024,29.9326728421174,-3.9919550961174926e-05,3.2245646790497666e-05,-7.216519775167259e-05,11.309699441550942,7.49192049706956,0.00191528000869,0.00303255999461,0.00198404002003,0.0544878989
2017-10-19,TRX,0.00209365994669,0.00213738996536,0.00188696000259,0.00191528000869,325575.0,-8.570660394340768,0.0024018299765895,0.0032240676026276,0.0015795923505513,26.493634909049614,-6.450694526125575e-05,1.2895128380146984e-05,-7.740207364140274e-05,3.647273385964189,5.521772777879819,0.00194218999241,0.00284074991941,0.00202800007537,0.0756229013
2017-10-20,TRX,0.00191593996715,0.00212555006146,0.00190121994819,0.00194218999241,211546.0,1.4050156425120308,0.002385909477017,0.0032316553201417,0.0015401636338922,30.42572348175541,-8.088878602284261e-05,-5.861654500450937e-06,-7.502713152239168e-05,4.795740997350056,6.584237941621729,0.00229842006229,0.00305116991512,0.00200160010718,0.0831791013
2017-10-21,TRX,0.00195287994575,0.00233184010722,0.0018622999778,0.00229842006229,243113.0,18.341669521114422,0.002408445480979,0.003217009660878,0.0015998813010799,46.79729553189621,-6.438453846929629e-05,-1.756623129422001e-05,-4.681830717507628e-05,45.763913547622295,18.068975976978844,0.00258300988935,0.00299922004342,0.00213376991451,0.080499202
2017-10-22,TRX,0.00230584992096,0.00260569993407,0.00230584992096,0.00258300988935,244796.0,12.381976285764452,0.0023974454787105,0.0031892200054063,0.0016056709520146,50.97297579937548,-2.8017810865927327e-05,-1.9656547208561476e-05,-8.361263657365854e-06,84.6993522950664,45.08633561334625,0.00242787995376,0.00295636011288,0.00214343005791,0.0852013007
2017-10-23,TRX,0.0025752899237,0.00262429006398,0.00229343003593,0.00242787995376,221618.0,-6.005781713404024,0.0023965139815129,0.0031880892752233,0.0016049386878026,54.87593360200645,-1.158110676943106e-05,-1.804145912073539e-05,6.460352351304328e-06,75.27775197711125,68.58033927326665,0.00263237999752,0.00278397998773,0.00230242009275,0.0711861029
2017-10-24,TRX,0.00242456002161,0.00272162002511,0.00236507994123,0.00263237999752,297411.0,8.422988271858145,0.0023656209756165,0.0030590497221755,0.0016721922290574,57.56097479571762,1.7742025079270536e-05,-1.0884762280734206e-05,2.8626787360004743e-05,89.99316846063536,83.32342424427101,0.00303255999461,0.00281350989826,0.00210497993976,0.0714116991
2017-10-25,TRX,0.00265569007024,0.0032866098918,0.0026349700056,0.00303255999461,715742.0,15.202212350307144,0.00235123797902,0.0029691150511516,0.0017333609068883,59.882646820050326,7.243699110945747e-05,5.7795883973041296e-06,6.665740271215333e-05,82.56092234766378,82.61061426180346,0.00284074991941,0.00251046009362,0.00202488992363,0.0685717016
2017-10-26,TRX,0.00302909989841,0.00304783997126,0.00258808000945,0.00284074991941,794428.0,-6.32502161675016,0.002343498478877,0.0029305009106343,0.0017564960471196,58.51318458749514,9.916259107602088e-05,2.4456188933047485e-05,7.470640214297341e-05,69.39430560703642,80.64946547177851,0.00305116991512,0.00231177988462,0.00204793992452,0.0704208016
