Date,ticker,Open,High,Low,Close,Volume,Daily_Returns_%,MA_20,BB_upper,BB_lower,RSI_14,MACD,MACD_Signal,MACD_Hist,Stoch_%K,Stoch_%D,Close_t+1,Close_t+7,Close_t+30,Close_t+90
2020-09-10,DOT,4.7098494372,4.8701405123,4.4712948225,4.5815843241,633577673.91,-2.704529183539228,5.259012509865,6.876323066936207,3.6417019527937935,39.92306438527497,-0.0617529909942415,0.1081378484013476,-0.1698908393955892,29.136296028496822,27.253711770121186,4.6455666285,5.3363011117,4.25295528,4.8618969
2020-09-11,DOT,4.5798478841,4.7481102202,4.3171298181,4.6455666285,633472139.87,1.3965104617509994,5.26705633412,6.869685127896631,3.66442754034337,33.9787000368418,-0.0805505233885828,0.0704001740433615,-0.1509506974319444,31.144888072950405,31.13850504672713,5.1370369324,5.2457635464,4.26216216,4.7975962
2020-09-12,DOT,4.6506020494,5.2801564443,4.5160189034,5.1370369324,753745736.55,10.579340330303031,5.325554896135,6.809396158100345,3.841713634169656,40.20376067896047,-0.0551543718378413,0.0452892648671209,-0.1004436367049623,46.57358123672332,35.61825511272351,5.2979508921,4.9254106546,4.31994798,4.62105182
2020-09-13,DOT,5.1450412849,5.4788011842,4.8068256373,5.2979508921,1099475714.13,3.132427541742855,5.36032173315,6.804906702356718,3.9157367639432823,44.38015128208032,-0.0217921210247205,0.0318729876887526,-0.0536651087134731,51.62514201318923,43.11453710762098,5.3487093049,4.6724490176,4.24940015,4.74045424
2020-09-14,DOT,5.296419926,5.6027821619,5.1264245759,5.3487093049,1008259712.12,0.9580763173114182,5.351587548025,6.7941320193769785,3.909043076673021,39.89922905591037,0.0086438419841323,0.0272271585478286,-0.0185833165636962,53.218597345804135,50.47244019857223,5.0957058996,4.0945974013,4.19911439,4.89121198
2020-09-15,DOT,5.3666259709,5.4519167358,5.0957058996,5.0957058996,897864383.94,-4.730176774950568,5.302287019564999,6.706657300329838,3.89791673880016,37.95095176556308,0.0122085687963764,0.0242234405975381,-0.0120148718011617,51.89428838284763,52.246009247280334,5.0803221041,4.1744630449,4.09681088,4.89808222
2020-09-16,DOT,5.0689626072,5.2813226697,4.9862112268,5.0803221041,792360520.6,-0.3018972406003128,5.27488625712,6.6738451951740805,3.87592731906592,39.006041854774026,0.013635119577521,0.0221057763935347,-0.0084706568160137,53.54830425445969,52.88706332770381,5.3363011117,4.03141516,3.90952943,5.24960699
2020-09-17,DOT,5.0803221041,5.4176710657,5.0617467649,5.3363011117,776350363.03,5.038637361072351,5.233703574784999,6.570050857897131,3.897356291672868,45.6041548538659,0.0350173794045991,0.0246880969957476,0.0103292824088515,72.28892005437126,59.243837563892846,5.2457635464,4.38197305,3.96725217,5.35931366
2020-09-18,DOT,5.3417093126,5.4591393806,5.1085532987,5.2457635464,683398179.63,-1.696635242368416,5.188034590855,6.451668287361514,3.924400894348485,51.19574477379685,0.0441484338388686,0.0285801643643718,0.0155682694744968,81.6849127634984,69.17404569077644,4.9254106546,4.42095446,4.1046509,5.34396751
2020-09-19,DOT,5.253237044,5.2556908277,4.824983281,4.9254106546,605268040.06,-6.10688775745235,5.14081108311,6.367197639953929,3.914424526266072,61.58320183492934,0.0252440613706879,0.027912943765635,-0.0026688823949471,63.24699068409871,72.40694116732278,4.6724490176,4.34766168,3.99059237,5.36764091
2020-09-20,DOT,4.9289151385,4.9744662855,4.4249178443,4.6724490176,798507890.72,-5.135848657893149,5.05943252326,6.172726521518221,3.946138525001778,47.91255912843739,-0.0100340141570409,0.0203235521810998,-0.0303575663381408,40.74872720747399,61.89354355169037,4.0945974013,4.31028125,3.91034337,5.33894511
2020-09-21,DOT,4.6724490176,4.7009026532,3.9504764162,4.0945974013,1096736656.95,-12.367210730890188,4.94972406458,5.98247077883553,3.91697735032447,42.67940195621436,-0.0836556095128733,-0.0004722801576947,-0.0831833293551785,8.722416259087616,37.57271138355343,4.1744630449,4.39786057,4.14111972,5.18847554
2020-09-22,DOT,4.0854018143,4.2085961913,3.9182250955,4.1744630449,673117343.73,1.9505127311086667,4.85147395479,5.775842454570027,3.9271054550099738,48.42739386313521,-0.1340119578433638,-0.0271802156948285,-0.1068317421485352,15.210998449312642,21.56071397195808,4.03141516,4.50045212,4.26894964,4.89054553
2020-09-23,DOT,4.16855388,4.31589082,3.97410084,4.03141516,557062766.18,-3.426737363857235,4.765651325095001,5.657761236255439,3.8735414139345625,38.25156088734806,-0.1833489627912614,-0.0584139651141151,-0.1249349976771462,6.7192775294161535,10.217564079272131,4.38197305,4.34978056,4.2668497,5.15482991
2020-09-24,DOT,4.02136775,4.39995006,3.99318391,4.38197305,437573445.65,8.69565341417231,4.7274480830100005,5.61640498435899,3.838491181661011,46.78737162666148,-0.1919491325619349,-0.0851209986036791,-0.1068281339582558,27.52937038908179,16.48654878927019,4.42095446,4.34383142,4.35534397,4.71061346
2020-09-25,DOT,4.37626455,4.52789841,4.26206226,4.42095446,425191119.26,0.8895857997118339,4.742380176165,5.597944109048471,3.8868162432815287,46.35566892252199,-0.1933900746607593,-0.1067748138150951,-0.0866152608456641,29.843415472764534,21.36402113042082,4.34766168,4.12317927,4.33523061,5.12882058
2020-09-26,DOT,4.42224712,4.46401668,4.2425426,4.34766168,329745176.11,-1.6578496942943,4.71978986317,5.592690416867379,3.846889309472621,35.18154968321599,-0.1981618598987475,-0.1250522230318256,-0.0731096368669219,25.492551888598605,27.621779250148307,4.31028125,4.07004647,4.72701624,5.21421049
2020-09-27,DOT,4.34038273,4.36219225,4.16051801,4.31028125,316361927.42,-0.8597824014678124,4.705570493434999,5.5961393494271965,3.8150016374428017,30.557334763908216,-0.2026240979068712,-0.1405665980068347,-0.0620574999000364,23.273545437383863,26.203170932915665,4.39786057,4.17391126,4.68395195,5.18218102
2020-09-28,DOT,4.30243663,4.58297971,4.27012712,4.39786057,543507456.46,2.03187019408535,4.711747299225,5.591368677884992,3.8321259205650087,31.549637795147238,-0.1968246622960636,-0.1518182108646805,-0.0450064514313831,31.1266810118258,26.63092611260275,4.50045212,4.17269979,4.36509669,5.13619073
2020-09-29,DOT,4.42175762,4.60288724,4.35814665,4.50045212,508965929.31,2.332760403997991,4.70132295761,5.586011405241349,3.81663450997865,37.73362257343216,-0.1818539875320866,-0.1578253661981618,-0.0240286213339248,37.784517266927054,30.728247905378897,4.34978056,3.75616173,4.05334477,6.5888218
2020-09-30,DOT,4.5029078,4.5029078,4.25363888,4.34978056,378446619.74,-3.347920519594372,4.689732769405,5.587010277640327,3.792455261169672,35.74080737538725,-0.1800717999815964,-0.1622746529548487,-0.0177971470267476,28.00645489453225,32.30588439109503,4.34383142,3.85879757,4.08811312,7.51925703
2020-10-01,DOT,4.35096756,4.58343031,4.25738199,4.34383142,445143707.89,-0.1367687385131044,4.67464600898,5.585100238118756,3.764191779841243,28.533038876767165,-0.1770979741801399,-0.1652393171999069,-0.0118586569802329,27.620376314194257,31.13711615855118,4.12317927,4.10264234,4.18176751,7.25430008
2020-10-02,DOT,4.34450396,4.35854472,3.93316154,4.12317927,554916297.43,-5.079666512472536,4.62395312586,5.538895473322253,3.709010778397748,27.012577766734992,-0.190351724060136,-0.1702617985719527,-0.0200899254881832,15.324069201356616,23.65030013669437,4.07004647,4.26246761,4.22561493,9.29250771
2020-10-03,DOT,4.12732162,4.13151263,4.03811866,4.07004647,361964763.25,-1.2886366689556894,4.562557904755,5.451492187107527,3.6736236224024728,30.33207695130679,-0.2028049796748332,-0.1767704347925288,-0.0260345448823043,14.373741129737883,19.106062215096244,4.17391126,4.25295528,4.0302315,8.30681869
2020-10-04,DOT,4.06763299,4.19549358,4.02151674,4.17391126,286356968.57,2.551931305098809,4.50381800251,5.326838680172724,3.680797324847276,37.692971755025006,-0.2019651257014487,-0.1818093729743128,-0.0201557527271359,32.66813538447244,20.78864857185564,4.17269979,4.26216216,4.02546848,9.20883657
2020-10-05,DOT,4.18127259,4.23352845,4.12023205,4.17269979,332264663.82,-0.0290248144853788,4.457667697030001,5.243621411262882,3.67171398279712,52.695455405199006,-0.1991021650590383,-0.1852679313912579,-0.0138342336677803,37.16792233549886,28.06993294990305,3.75616173,4.31994798,4.09808333,10.03328252
2020-10-06,DOT,4.16927135,4.18200208,3.64568094,3.75616173,662270710.92,-9.982459341988758,4.391459678325,5.179652477430898,3.6032668792191016,38.2858372874165,-0.2278182415351084,-0.193777993420028,-0.0340402481150803,11.542004047046069,27.12602058900578,3.85879757,4.24940015,4.23519485,9.46961118
2020-10-07,DOT,3.75345569,3.87770316,3.62027134,3.85879757,629063455.77,2.732465942034934,4.317584501240001,5.0031929858505935,3.631976016629408,45.05404796624845,-0.2395328983578402,-0.2029289744075905,-0.0366039239502496,24.274615315837444,24.328180566127447,4.10264234,4.19911439,4.57965191,9.70165565
2020-10-08,DOT,3.85762533,4.16000962,3.66464088,4.10264234,614223110.62,6.3191905140543625,4.26042844092,4.793962381138867,3.726894500701133,41.47511820973973,-0.2265293242063295,-0.2076490443673383,-0.0188802798389912,49.09049400779033,28.302371123557943,4.26246761,4.09681088,4.24195952,10.09606799
2020-10-09,DOT,4.1118526,4.3519417,4.02002285,4.26246761,491506581.93,3.895666664425823,4.22728128869,4.659644647127416,3.794917930252585,45.495407804670855,-0.2010102138117702,-0.2063212782562247,0.0053110644444545,65.3557783205464,46.2402958813914,4.25295528,3.90952943,4.37209313,9.64458538
2020-10-10,DOT,4.26040695,4.47580068,4.23972928,4.25295528,492038159.22,-0.2231648629466009,4.206306601810001,4.585125249530628,3.827487954089373,47.20694228862551,-0.1794847124620524,-0.2009539650973902,0.0214692526353378,64.3877164369234,59.61132958842004,4.26216216,3.96725217,4.34676728,9.30713511
2020-10-11,DOT,4.25869866,4.33436964,4.17862061,4.26216216,388098954.95,0.216481937708024,4.214684839745,4.590500849550309,3.8388688299396905,48.55690247645568,-0.1598401416329338,-0.192731200404499,0.0328910587715652,65.32469292902272,65.02272922883083,4.31994798,4.1046509,4.41501638,9.77776543
2020-10-12,DOT,4.25573928,4.43700326,4.20790264,4.31994798,489608532.22,1.3557865193941865,4.2219590865,4.600121733329771,3.8437964396702298,47.62087650973961,-0.1380178609932212,-0.1817885325222434,0.0437706715290222,71.20550759334802,66.97263898643138,4.24940015,3.99059237,4.4572018,9.30504759
2020-10-13,DOT,4.31607875,4.34451373,4.15770655,4.24940015,420659946.98,-1.6330712852704488,4.232858336,4.600311402582407,3.865405269417592,42.18091095120304,-0.1249755265775682,-0.1704259313333084,0.0454504047557401,65.31931165493964,67.28317072577012,4.19911439,3.91034337,4.39924024,8.27643995
2020-10-14,DOT,4.25553051,4.35809785,4.09373446,4.19911439,520198619.35,-1.1833613739576698,4.223715403,4.584587135031544,3.862843670968456,44.9944554025026,-0.117344350535931,-0.1598096151738329,0.0424652646379019,60.09839158732191,65.54107027853651,4.09681088,4.14111972,4.5401198,8.26414763
2020-10-15,DOT,4.19229289,4.19229289,4.03381124,4.09681088,450623089.48,-2.43631157664177,4.207508224,4.560102516720691,3.854913931279309,42.28710240041158,-0.1181892151125865,-0.1514855351615837,0.0332963200489971,55.7011334576776,60.37294556664637,3.90952943,4.26894964,4.4656222,10.95771005
2020-10-16,DOT,4.10002446,4.1571084,3.83991198,3.90952943,443295515.2,-4.5713960318324425,4.1856016115,4.555547089560204,3.815656133439796,43.187084079649225,-0.1324440911756337,-0.1476772463643937,0.0152331551887599,33.810423107394065,49.86998271746452,3.96725217,4.2668497,4.37998835,14.5390503
2020-10-17,DOT,3.91712827,3.97736805,3.8716104,3.96725217,206453737.73,1.476462603326656,4.1684501575,4.545790263299377,3.791110051700622,46.73163863730041,-0.1374984439751649,-0.1456414858865479,0.0081430419113829,40.55744360496458,43.35633339001208,4.1046509,4.35534397,4.48549978,13.21238089
2020-10-18,DOT,3.96836011,4.12171798,3.96001225,4.1046509,204108300.39,3.463322322664464,4.153789674,4.516084697928903,3.7914946500710975,47.84383433287003,-0.1289308907101238,-0.1422993668512631,0.0133684761411392,56.61752751037447,43.66179807424436,3.99059237,4.33523061,4.84466572,18.18042437
2020-10-19,DOT,4.11096489,4.11124377,3.9641658,3.99059237,249983724.99,-2.7787632317281874,4.1282966865,4.458188107571898,3.7984052654281015,44.70293797809421,-0.1298478084573409,-0.1398090551724787,0.0099612467151378,43.28560252149201,46.82019121227702,3.91034337,4.72701624,4.67966267,16.98425436
2020-10-20,DOT,3.98968963,4.13819549,3.87563877,3.91034337,502694692.76,-2.010954579156876,4.106324827,4.4326207697833,3.7800288842167,55.57554988810635,-0.1354880738324269,-0.1389448589044683,0.0034567850720414,33.905561866638564,44.60289729950167,4.14111972,4.68395195,4.7567662,16.51292725
2020-10-21,DOT,3.90600385,4.24558051,3.90534078,4.14111972,458018406.6,5.901690162825779,4.096189242,4.403460646807772,3.788917837192228,59.34347120265205,-0.1199535521310561,-0.1351465975497859,0.0151930454187297,58.74044046716758,45.31053495176605,4.26894964,4.36509669,5.23343571,16.46850969
2020-10-22,DOT,4.14091473,4.33187496,4.1316499,4.26894964,367309225.34,3.086844347499329,4.1034777605,4.420214375463069,3.78674114553693,55.96175716177167,-0.0962183799475777,-0.1273609540293442,0.0311425740817665,67.47055881403368,53.37218704927994,4.2668497,4.05334477,5.75192122,17.94893082
