Date,ticker,Open,High,Low,Close,Volume,Daily_Returns_%
2017-09-15,TRX,0.0014192200033,0.00183066003956,0.00109125999734,0.00180086004548,26474.8,26.214061971011326
2017-09-16,TRX,0.00181521999184,0.0176710002,0.00137141998857,0.0018311199965,54534.7,1.6803055348998175
2017-09-17,TRX,0.00183565996122,0.00387864001095,0.00178133998998,0.00331992004067,124998.0,81.30543312375434
2017-09-18,TRX,0.00332361995243,0.00343807996251,0.00253438996151,0.00326251005754,159158.0,-1.7292580070215835
2017-09-19,TRX,0.00327287008986,0.0232378002,0.00174552004319,0.00229131011292,158416.0,-29.768488908576874
2017-09-20,TRX,0.00230572000146,0.0031990299467,0.00203883997165,0.00264740991406,83399.3,15.541318441884467
2017-09-21,TRX,0.00263815000653,0.00317316991277,0.00193502998445,0.00207929988392,99852.5,-21.45908826294154
2017-09-22,TRX,0.00207881000824,0.00217213993892,0.00185233994853,0.0019509800477,38829.3,-6.17130011944621
2017-09-23,TRX,0.00193406001199,0.00234568002634,0.00192446005531,0.00234568002634,42314.3,20.230856748397287
2017-09-24,TRX,0.00234575988725,0.00242680008523,0.00208639004268,0.00224602990784,50022.7,-4.2482400575105554
2017-09-25,TRX,0.00225077010691,0.00565592013299,0.00146530999336,0.00177674996667,106284.0,-20.893752996428482
2017-09-26,TRX,0.00177700002678,0.00210412009619,0.00161899998784,0.00173779996112,61508.1,-2.192205221931165
2017-09-27,TRX,0.00173609005287,0.00349460006692,0.00165883998852,0.00256099994294,35671.1,47.37023824591717
2017-09-28,TRX,0.00256266002543,0.00347435008734,0.00181627995335,0.00290613994002,69531.8,13.476767074183659
2017-09-29,TRX,0.00290148006752,0.0029731199611,0.00148740003351,0.00198289006948,58161.5,-31.768940573923167
2017-09-30,TRX,0.00198332010768,0.00262113008648,0.00176274997648,0.00226059998386,53734.1,14.005310665196259
2017-10-01,TRX,0.00226145004854,0.00226945988834,0.00180577998981,0.00184769998305,72807.1,-18.265062539059585
2017-10-02,TRX,0.00184766005259,0.00317660998553,0.00176810997073,0.00280300993472,887622.0,51.702655216409596
2017-10-03,TRX,0.00274846004322,0.00318616000004,0.00212761992589,0.00244650989771,822107.0,-12.718472117923895
2017-10-04,TRX,0.0024691100698,0.00352132995613,0.0024000799749,0.00325024011545,1072200.0,32.852113882405035
2017-10-05,TRX,0.00326924002729,0.00348845007829,0.00294174998999,0.00332021992654,704167.0,2.153065884497307
2017-10-06,TRX,0.00332064996473,0.00335405999795,0.00281484005973,0.00299553992227,478330.0,-9.77887041983838
2017-10-07,TRX,0.00299494992942,0.00417293980718,0.00223971996456,0.00245921988972,352974.0,-17.90395209100003
2017-10-08,TRX,0.00256541999988,0.00285377004184,0.00232626008801,0.00252997991629,239490.0,2.8773362994415574
2017-10-09,TRX,0.00256671011448,0.0027190700639,0.00194333004765,0.00218107993715,350960.0,-13.790622482554415
2017-10-10,TRX,0.00218646996655,0.00228535989299,0.00196268991567,0.00222547003068,215705.0,2.0352345997920906
2017-10-11,TRX,0.00228889007121,0.00255266996101,0.00225815991871,0.00246993009932,289055.0,10.984648872818315
2017-10-12,TRX,0.00247074989602,0.00254759006202,0.00219703000039,0.00234474008903,136756.0,-5.068564908961037
2017-10-13,TRX,0.00234462996013,0.00250993994996,0.0020220100414,0.002112749964,184709.0,-9.894065705422062
2017-10-14,TRX,0.00211389991455,0.00249787000939,0.00208685989492,0.00239377003163,121404.0,13.301151220845565
