Date,ticker,Open,High,Low,Close,Volume,Daily_Returns_%
2021-08-28,TON,0.68676575,0.6910651,0.60647392,0.6405258,250157.52,-6.73063187779277
2021-08-29,TON,0.64072367,0.64801765,0.52770949,0.54820132,188294.92,-14.413858114692657
2021-08-30,TON,0.54823448,0.91592365,0.54704952,0.86826837,763242.59,58.38494697531922
2021-08-31,TON,0.86940985,1.13202964,0.79509264,1.03456302,1802341.18,19.152448222892193
2021-09-01,TON,1.03399238,1.07234911,0.78499545,0.87477725,1888125.71,-15.444759469558466
2021-09-02,TON,0.87450827,0.97585291,0.8053739,0.88707031,295418.72,1.4052788867108923
2021-09-03,TON,0.88684728,1.00663224,0.77232292,0.99020285,382775.76,11.626196800567023
2021-09-04,TON,0.98991866,1.05887184,0.89758185,0.94116595,506055.86,-4.9522075199036175
2021-09-05,TON,0.9411769,0.97855169,0.91622777,0.97800024,66182.26,3.9136870601831575
2021-09-06,TON,0.97810016,1.0694752,0.9222319,1.04663716,259648.96,7.018088257319843
2021-09-07,TON,1.04634342,1.04829112,0.77668643,0.83450336,426216.58,-20.2681318901385
2021-09-08,TON,0.83440524,0.91050485,0.77106097,0.88098549,370121.58,5.570035092489034
2021-09-09,TON,0.86721909,0.90378088,0.83816691,0.84458834,108568.44,-4.131413106474657
2021-09-10,TON,0.84484251,1.01742634,0.80510229,0.88613259,666116.22,4.918875626438313
2021-09-11,TON,0.886265,0.93755955,0.86187816,0.92712152,193116.88,4.625597846480289
2021-09-12,TON,0.92751384,0.93346931,0.84432834,0.8736687,189968.14,-5.765459958258767
2021-09-13,TON,0.87315762,0.8842681074,0.7613382455,0.8530707249,284696.8,-2.357641414874989
2021-09-14,TON,0.853014685,0.8927703948,0.815583957,0.8785172658,173173.3,2.9829344926803003
2021-09-15,TON,0.8788538713,0.8872932935,0.8309257292,0.8648696106,310993.27,-1.5534874192338233
2021-09-16,TON,0.8649344432,0.8692547226,0.7245515702,0.8031554807,239050.86,-7.135657114508398
2021-09-17,TON,0.8032451153,0.8228190523,0.652938368,0.7677657312,367606.19,-4.40633854221546
2021-09-18,TON,0.7683895722,0.7856100734,0.6432084033,0.7119831376,196160.85,-7.265574814444131
2021-09-19,TON,0.7123197345,0.7128466084,0.6656553956,0.6863128629,61908.66,-3.6054610487730065
2021-09-20,TON,0.6861536261,0.6871070584,0.3906168157,0.5972607444,516936.41,-12.975440693871343
2021-09-21,TON,0.5967875068,0.6286599442,0.5134245815,0.6026394843,278651.61,0.9005681271424315
2021-09-22,TON,0.6045296567,0.6431168906,0.540218422,0.6106774911,222734.71,1.3338002254094983
2021-09-23,TON,0.6105733291,0.7794959901,0.5887996284,0.7513949212,233495.96,23.042838838963696
2021-09-24,TON,0.7514117055,0.7574705313,0.6654717876,0.7158086428,127760.52,-4.73602860439456
2021-09-25,TON,0.7157579264,0.7331978135,0.7013737593,0.7123800842,101803.65,-0.4789769772251762
2021-09-26,TON,0.7123762031,0.7452066658,0.6835133892,0.7348250385,223565.9,3.150699296318149
2021-09-27,TON,0.7343718937,0.8032945745,0.7308298593,0.7580020511,238292.34,3.154085855227695
2021-09-28,TON,0.7579993448,0.7770753606,0.7058348934,0.7111208058,133104.01,-6.184844121723243
2021-09-29,TON,0.7119284435,0.7774444331,0.7090030486,0.7414366525,147901.81,4.263107822572443
2021-09-30,TON,0.741348127,0.7697385583,0.7319867849,0.7583720104,108734.55,2.2841274224705277
2021-10-01,TON,0.7585824819,0.8394309443,0.7377191998,0.8349509795,131340.24,10.097810579745502
2021-10-02,TON,0.8346256452,0.8358219432,0.7981046902,0.8016350743,119712.94,-3.990163017708026
2021-10-03,TON,0.801207784,0.8059830037,0.7226234698,0.7465182027,114018.18,-6.875556393054394
2021-10-04,TON,0.7466177269,0.7489451228,0.6669681661,0.7370461036,142007.92,-1.268836990945621
2021-10-05,TON,0.737082699,0.8329366716,0.6745853176,0.830469147,339171.5,12.6753323765892
2021-10-06,TON,0.8308320129,0.843420523,0.6449553969,0.77399583,234138.99,-6.800170386101046
2021-10-07,TON,0.7735837339,0.7735837339,0.689687054,0.7254642148,106791.15,-6.270268303641902
2021-10-08,TON,0.725448704,0.7486343674,0.7109222906,0.7240692136,60054.82,-0.19229083551483006
2021-10-09,TON,0.7242530483,0.9306000375,0.721130672,0.8227698626,272025.84,13.631383180797062
2021-10-10,TON,0.8228983843,0.8919301282,0.7683891824,0.7855406836,163252.36,-4.524859343091836
2021-10-11,TON,0.7849984474,0.8279410763,0.7470411247,0.7815305161,153888.89,-0.5104977480761441
