Date,SNo,Name,Symbol,High,Low,Open,Close,Volume,Marketcap,Daily_Returns_%,MA_20,BB_upper,BB_lower,RSI_14,MACD,MACD_Signal,MACD_Hist,Stoch_%K,Stoch_%D
2014-06-12 23:59:59,21,Monero,XMR,2.1718199253082275,1.5263099670410156,1.6192799806594849,1.7351499795913696,108619.0,2371183.54749,7.013558243143181,2.0115730106830596,3.3650580990599006,0.6580879223062186,40.87952469964016,-0.32940845278334696,-0.3393696489456084,0.009961196162261432,43.988909409748544,35.816601505738426
2014-06-13 23:59:59,22,Monero,XMR,1.9574700593948364,1.624690055847168,1.6519299745559692,1.924499988555908,84237.0,2674776.90975,10.912601861029358,1.9596470057964326,3.236982466413555,0.68231154517931,54.914364930784075,-0.28975196211446996,-0.32944611157938075,0.03969414946491079,56.75901482293548,43.758945468660094
2014-06-14 23:59:59,23,Monero,XMR,2.8187201023101807,1.8760099411010744,1.926460027694702,2.342089891433716,276919.0,3312123.07642,21.698618101377896,1.8916289985179902,2.8933542569883306,0.8899037400476499,63.675083292766985,-0.22206803031111422,-0.30797049532572746,0.08590246501461324,71.03027592745903,57.25940005338102
2014-06-15 23:59:59,24,Monero,XMR,2.746570110321045,2.251749992370605,2.324970006942749,2.692039966583252,150652.0,3863688.49308,14.941786667945234,1.8693029940128327,2.7686894209265396,0.969916567099126,63.40432637492609,-0.13859237369756938,-0.27409487100009583,0.13550249730252645,92.30034417933206,73.3632116432422
2014-06-16 23:59:59,25,Monero,XMR,3.550339937210083,2.619329929351806,2.721250057220459,3.1848700046539307,438776.0,4648756.48084,18.30693615950214,1.8774535000324248,2.822608045748013,0.9322989543168365,73.32742615077187,-0.03229774085000825,-0.22573544497007833,0.19343770412007008,84.62402798804622,82.65154936494577
2014-06-17 23:59:59,26,Monero,XMR,3.3084399700164795,2.722219944000244,3.1524200439453125,2.8200600147247314,228445.0,4180469.28176,-11.454470336186915,1.9080449998378755,2.9343960669632723,0.8816939327124786,65.76690276590526,0.022247943704014173,-0.17613876723525984,0.198386710939274,69.27582093965745,82.06673103567857
2014-06-18 23:59:59,27,Monero,XMR,2.9846599102020264,2.45809006690979,2.9038000106811523,2.790280103683472,183102.0,4201539.79635,-1.056002740571682,1.9341159999370574,3.0236055700909663,0.8446264297831483,63.07265844880679,0.06235402338602203,-0.12844020911100348,0.1907942324970255,68.02292695878661,73.9742586288301
2014-06-19 23:59:59,28,Monero,XMR,3.5246999263763428,2.6810100078582764,2.781719923019409,3.13211989402771,283962.0,4792101.31638,12.251092278978447,2.0068954944610597,3.212244662021562,0.8015463269005576,68.93575512581369,0.12033484945054296,-0.0786851973986942,0.19902004684923716,82.40473673488242,73.23449487777549
2014-06-20 23:59:59,29,Monero,XMR,4.585939884185791,3.122900009155273,3.165990114212036,4.561150074005127,543764.0,7084429.49294,45.62501527167831,2.156571000814438,3.7971313865753613,0.5160106150535142,88.0076310586982,0.2783867947762091,-0.0072707989637135415,0.2856575937399226,99.26500579012232,83.23088982793045
2014-06-21 23:59:59,30,Monero,XMR,5.854650020599365,4.137810230255127,4.333199977874756,5.010680198669434,723077.0,7903316.12626,9.855631088007064,2.3101780116558075,4.383102811076947,0.23725321223466755,88.84877716581735,0.43490412034901205,0.08116418489883158,0.35373993545018045,81.70497105089694,87.79157119196724
