Date,ticker,Open,High,Low,Close,Volume,Daily_Returns_%,MA_20,BB_upper,BB_lower,RSI_14,MACD,MACD_Signal,MACD_Hist,Stoch_%K,Stoch_%D
2017-08-15,BNB,1.3270900249,1.3789199591,0.9233719707,1.0565500259,19824400.0,-18.449021439721943,0.311887440835,1.016444217722276,-0.3926693360522763,83.34034044443362,0.20921080979168066,0.09915471390039482,0.11005609589128584,70.21732121920284,80.73530269868797
2017-08-16,BNB,1.1196899414,1.452720046,1.078690052,1.4372400045,31363100.0,36.031420119053735,0.37836259119500004,1.2360538953695017,-0.4793287129795015,86.82960567134573,0.2621691614871401,0.13175760341774387,0.13041155806939622,98.08322519882307,85.34218317675497
2017-08-17,BNB,1.4369699955,2.1113100052,1.3236399889,1.9671499729,61296500.0,36.86997068971441,0.47151673995000004,1.5736406833164236,-0.6306072034164236,89.77912758583564,0.34294508509256105,0.17399509975270733,0.16894998533985373,92.82289937582858,87.0411485979515
2017-08-18,BNB,1.9251899719,2.7541201115,1.8947000504,2.3840000629,69048000.0,21.190559730709,0.58532619327,1.9645689600019027,-0.7939165734619027,91.32270803364355,0.43557585765985596,0.22631125133413704,0.20926460632571892,86.0176410067803,92.30792186047732
2017-08-19,BNB,2.3343999386,2.3343999386,1.819939971,2.0933699608,43391300.0,-12.190859665769691,0.684673991425,2.1983599638130897,-0.8290119809630898,82.48395223422571,0.4800018296443763,0.27704936699618493,0.2029524626481914,74.84524075284462,84.56192704515117
2017-08-20,BNB,2.1082100868,2.689440012,2.0758199692,2.5025799274,65350400.0,19.547904778552216,0.80459048785,2.494417976269037,-0.885237000569037,84.56227171562061,0.5419819266300333,0.3300358789229546,0.2119460477070787,90.40223384601879,83.75503853521457
2017-08-21,BNB,2.4307498932,2.9089200497,2.4307498932,2.7011098862,72000600.0,7.933011714285509,0.93465264216,2.78855507190705,-0.9192497875870503,85.33459779143291,0.6002025471740091,0.3840692125731655,0.2161333346008436,92.47379319515801,85.9070892646738
2017-08-22,BNB,2.7244501114,2.7244501114,2.2247900963,2.4852700233,52091300.0,-7.99078423290841,1.053893543405,2.986967900806432,-0.8791808139964319,80.12995852479791,0.6217590836403832,0.4316071867866091,0.19015189685377415,84.23194836796748,89.03599180304809
2017-08-23,BNB,2.4739699364,2.955450058,2.4739699364,2.5804300308,64925100.0,3.828960499577594,1.177582944925,3.1710847587960718,-0.8159188689460717,80.52787341849377,0.6391536460440623,0.4731164786380998,0.16603716740596253,86.16365495654503,87.62313217322351
2017-08-24,BNB,2.6273601055,2.6639699936,2.2833800316,2.3793199062,45080400.0,-7.793667032221396,1.291174240405,3.2868409543603887,-0.704492473550389,75.87321747528026,0.629455089314819,0.5043842007734436,0.12507088854137538,78.21306003330639,82.8695544526063
2017-08-25,BNB,2.3905699253,2.7299699783,2.3905699253,2.4968700409,49977600.0,4.940493054073536,1.409574192755,3.395850227518796,-0.5767018420087959,76.32018728926674,0.6240604463341886,0.5283194498855927,0.0957409964485959,82.48264491462633,82.28645330149259
2017-08-26,BNB,2.5303800106,2.5388400555,1.9605599642,2.1693599224,26690700.0,-13.116826792552994,1.51149223893,3.4295457136098264,-0.4065612357498265,70.16984365041473,0.5865959109409975,0.5399747420966736,0.04662116884432388,68.67492939007374,76.45687811266883
2017-08-27,BNB,2.179970026,2.3135499954,1.858019948,2.0051898956,17214900.0,-7.567671233567175,1.60430933385,3.421742524410548,-0.213123856710548,64.08718783585891,0.5374623165612498,0.5394722569895889,-0.0020099404283391298,57.18943357171346,69.44900262547118
2017-08-28,BNB,2.021490097,2.167429924,1.9628000259,2.0429000854,15413900.0,1.8806293549926467,1.6952332883949999,3.4004869579509567,-0.010020381160956715,60.31115659582939,0.4958506287940825,0.5307479313504877,-0.03489730255640522,55.0927703588683,60.3190444402185
2017-08-29,BNB,2.1062500477,2.3275799751,1.9897300005,2.3275799751,20372000.0,13.93508628907123,1.799466687425,3.381325090184286,0.2176082846657137,67.31860562222718,0.4803076665731496,0.5206598783950201,-0.04035221182187054,66.54499874474361,59.60906755844179
2017-08-30,BNB,2.2819399834,2.365350008,2.0945599079,2.3500499725,24830000.0,0.9653802507488374,1.8995152354050002,3.342110436214078,0.4569200345959221,63.78312988218689,0.4644490188527819,0.5094177064865726,-0.044968687633790694,62.90008882817471,61.51261931059554
2017-08-31,BNB,2.3282299042,2.4081499577,2.196449995,2.2037899494,20214800.0,-6.22369842392787,1.9900761335900001,3.250219313155959,0.7299329540240413,54.04142395276081,0.43506381986328835,0.4945469291619158,-0.059483109298627435,33.804189188321864,54.41642558708006
2017-09-01,BNB,2.2016899586,2.3889899254,2.116519928,2.3841700554,20990700.0,8.184995400723638,2.08696638642,3.125925935447178,1.0480068373928215,50.0031580305327,0.42147253201837676,0.479932049733208,-0.058459517714831266,49.68957038451251,48.79794946700303
2017-09-02,BNB,2.5,2.8492701054,1.7224700451,1.9926799536,22995400.0,-16.420393373924757,2.1427589833550003,3.014481327148737,1.2710366395612636,48.19685748623817,0.3747910017168834,0.4589038401299431,-0.08411283841305972,21.915189658695898,35.136316410510084
2017-09-03,BNB,1.9254800081,2.019299984,1.4241700172,1.575799942,11662000.0,-20.920570352848657,2.1567704796599996,2.978746433924962,1.3347945253950373,33.4488236114165,0.30069064512264343,0.4272612011284832,-0.12657055600583977,9.902168163947394,27.168976069051933
2017-09-04,BNB,1.5766500235,1.5766500235,0.6130099893,1.0495699644,20075100.0,-33.394466110470255,2.156421476585,2.9803679142486894,1.3324750389213103,23.595982235551887,0.19722967641407796,0.38125489618560215,-0.1840252197715242,18.63697521003861,16.81811101089397
2017-09-05,BNB,1.0325100422,1.1194499731,0.740621984,0.9737160206,9453770.0,-7.227145056819817,2.13324527739,3.0618032096362233,1.2046873451437767,24.701640941241493,0.10787185440008407,0.3265782878284985,-0.21870643342841445,15.39873040791162,14.645957927299207
2017-09-06,BNB,0.9905210137,1.1713000536,0.7354999781,1.0861400366,14279400.0,11.5458730904648,2.089194780575,3.1279771668863514,1.0504123942636487,25.13427762083127,0.04560115347857785,0.2703828609585144,-0.22478170747993653,21.157200975061834,18.39763553100402
2017-09-07,BNB,1.034340024,1.5082700253,0.9567450285,1.3662199974,15442300.0,25.786726514266856,2.0383057773,3.1152962809535456,0.9613152736464547,33.57324484965014,0.01863645699730032,0.2200335801662716,-0.20139712316897126,33.681681408188275,23.41253759705391
2017-09-08,BNB,1.3980400562,1.4039299488,0.9466009736,1.006829977,9872850.0,-26.30542819486914,1.9839787781099996,3.154803713924133,0.8131538422958662,27.596942502283753,-0.031371400357516066,0.16975258406151406,-0.20112398441903012,17.610652029635485,24.1498448042952
2017-09-09,BNB,1.0091999769,1.0337799788,0.8630610108,0.9893010259,4011510.0,-1.7410040920940897,1.908314833035,3.1324049072104154,0.6842247588595842,30.433751811290108,-0.07159215762801319,0.12148363572360862,-0.1930757933516218,16.826800859283637,22.7063780990358
2017-09-10,BNB,0.9820780158,1.0027600527,0.8523849845,0.9421589971,3257430.0,-4.765185475989309,1.8203672885800004,3.0573092829248196,0.5834252942351812,31.662517522728734,-0.10604889958036279,0.07597712866281434,-0.18202602824317712,14.718726380848892,16.385393089922673
2017-09-11,BNB,0.9491860271,1.1016999483,0.90200001,1.0258100033,5167180.0,8.878650679713385,1.74739428758,2.9913561729310976,0.5034324022289021,32.72875027312355,-0.12516337326974925,0.03574902827630162,-0.16091240154605085,18.459391680039545,16.668306306724023
2017-09-12,BNB,1.0334800482,1.2082400322,0.9876319766,1.0356800556,7213490.0,0.9621715783866946,1.67015678882,2.8878873391044637,0.4524262385355362,25.80394749422115,-0.13792538269169308,0.001014146082702682,-0.13893952877439575,18.90075591242588,17.359624657771437
2017-09-13,BNB,1.0428999662,1.0428999662,0.8802409768,0.9372040033,2780700.0,-9.508346884497064,1.598050993675,2.8097435104365784,0.3863584769134214,24.27125163483747,-0.15420794828903706,-0.030030272791645267,-0.12417767549739178,14.497151360925644,17.285766317797023
2017-09-14,BNB,0.9378700256,0.9501770139,0.6734820008,0.6787840128,3134360.0,-27.573504764178804,1.5071466922699999,2.7076595957522436,0.30663378878775593,23.31868416024085,-0.18582228868822082,-0.06118867597096038,-0.12463361271726044,2.9412510198185857,12.113052764390035
2017-09-15,BNB,0.6833050251,0.8492169976,0.5267549753,0.799709022,4625680.0,17.814946569112845,1.4386641472500001,2.6363806469618485,0.240947647538152,21.689482340396623,-0.19882728640167557,-0.08871639805710343,-0.11011088834457214,11.752519630333786,9.730307337026005
2017-09-16,BNB,0.8080559969,0.9271969795,0.7461130023,0.8041980267,2829570.0,0.5613297557620855,1.378614553805,2.577163643866422,0.1800654637435779,25.35660536937057,-0.20639245191162825,-0.11225160882800841,-0.09414084308361984,18.58858859176151,11.094119747304626
2017-09-17,BNB,0.8034229875,0.8147969842,0.7337449789,0.7895889878,1273640.0,-1.816597208021975,1.315948998925,2.4992188698795013,0.13267912797049863,30.433645743478365,-0.21113291856915084,-0.1320278707762369,-0.07910504779291394,25.03431297254658,18.45847373154729
