Date,ticker,Open,High,Low,Close,Volume,Daily_Returns_%,MA_20,BB_upper,BB_lower,RSI_14,MACD,MACD_Signal,MACD_Hist,Stoch_%K,Stoch_%D
2020-05-01,SOL,0.691045421,0.7370712885,0.6859027031,0.7287939694,4164272.07,5.462527824202157,0.66832375166,0.8209576888593376,0.5156898144606624,54.64660736657895,-0.03370028684301907,-0.05084173477851309,0.01714144793549402,75.35732993577342,75.31282997161128
2020-05-02,SOL,0.7272676035,0.7489807989,0.7079035373,0.7158764119,3441355.74,-1.7724566945353182,0.6599922258400001,0.7775640181239861,0.542420433556014,52.39870486190288,-0.028177367760990668,-0.04630886137500861,0.01813149361401794,70.93755751281316,69.57882117265252
2020-05-03,SOL,0.7147957537,0.7298005162,0.6566156226,0.6795345711,3328343.61,-5.076552348406816,0.6550773761450001,0.7593770744573592,0.5507776778326409,55.27985874681403,-0.026428249025372996,-0.04233273890508149,0.015904489879708494,58.50311193225725,68.2659997936146
2020-05-04,SOL,0.6796251716,0.7058124705,0.6184336064,0.6674907704,3443697.82,-1.7723602613041511,0.6553556734300001,0.7597619490942464,0.5509493977657538,60.19515546674495,-0.02571743925672254,-0.0390096789754097,0.013292239718687163,54.38229743605783,61.27432229370942
2020-05-05,SOL,0.6734404569,0.6862142074,0.6264988113,0.641837363,2847469.34,-3.843260242329183,0.6551149964799999,0.7596278992887934,0.5506020936712065,54.45629596680588,-0.02691388644701942,-0.036590520469731644,0.009676634022712224,33.70040071048896,48.86193669293468
2020-05-06,SOL,0.6424541881,0.6738908201,0.6225835989,0.6225835989,2677562.97,-2.999788608442233,0.6517033826549999,0.7557630360418918,0.5476437292681081,43.40425284962835,-0.029080475695861585,-0.035088511514957635,0.00600803581909605,25.670938311122782,37.9178788192232
2020-05-07,SOL,0.6225835989,0.6322677674,0.573375617,0.6129779573,3355830.24,-1.5428677557474235,0.64931588198,0.7546865726392417,0.5439451913207584,48.45524362373311,-0.031212806480614086,-0.03431337050808893,0.003100564027474842,21.6650650881831,27.012134703264945
2020-05-08,SOL,0.6129779573,0.6366183682,0.5898517861,0.6049221211,2488194.57,-1.3142130323060552,0.645507171305,0.7515457441613933,0.5394685984486067,46.880363751276846,-0.03317036532245021,-0.03408476947096119,0.000914404148510975,18.305512455908286,21.88050528507139
2020-05-09,SOL,0.6040415005,0.6254292371,0.58844783,0.6045273913,2128502.76,-0.0652529947627322,0.645385082105,0.751615930089318,0.539154234120682,45.793702153727764,-0.03435754382562728,-0.03413932434189441,-0.00021821948373287187,18.14089695160753,19.370491498566306
2020-05-10,SOL,0.60446073,0.6123031827,0.5130808729,0.5370339116,2327580.8,-11.164668577689962,0.645296171205,0.7519048909951772,0.5386874514148229,40.54797431484585,-0.04028022571927736,-0.035367504617371,-0.00491272110190636,8.324669621685477,14.923693009733762
