Date,SNo,Name,Symbol,High,Low,Open,Close,Volume,Marketcap,Daily_Returns_%,MA_20,BB_upper,BB_lower,RSI_14,MACD,MACD_Signal,MACD_Hist,Stoch_%K,Stoch_%D,Close_t+1,Close_t+7,Close_t+30,Close_t+90
2015-12-03 23:59:59,276,Tether,USDT,1.0,1.0,1.0,1.0,141337.0,951600.0,0.0,0.999999651312828,1.0000027700657057,0.9999965325599508,50.0,-3.249853668396696e-07,-2.0455205112385646e-07,-1.2043331571581318e-07,100.0,66.66666666666667,1.0,1.0,1.0,0.9999619722366332
2015-12-04 23:59:59,277,Tether,USDT,1.0,1.0,1.0,1.0,7737.740234375,951600.0,0.0,0.999999651312828,1.0000027700657057,0.9999965325599508,50.0,-2.396347142941125e-07,-2.1156858375790767e-07,-2.8066130536204787e-08,100.0,100.0,1.0,1.0,1.0,0.9999989867210388
2015-12-05 23:59:59,278,Tether,USDT,1.0,1.0,1.0,1.0,21567.900390625,951600.0,0.0,0.999999651312828,1.0000027700657057,0.9999965325599508,50.0,-1.7003366492573948e-07,-2.0326159999147402e-07,3.322793506573456e-08,100.0,100.0,1.0,1.0,1.0,1.0
2015-12-06 23:59:59,279,Tether,USDT,1.0,1.0,1.0,1.0,220143.0,951600.0,0.0,0.999999651312828,1.0000027700657057,0.9999965325599508,50.0,-1.1356522267025326e-07,-1.853223245272299e-07,7.17571018569766e-08,100.0,100.0,1.0,1.0,1.000249981880188,1.0
2015-12-07 23:59:59,280,Tether,USDT,1.0,1.0,1.0,1.0,11223.900390625,951600.0,0.0,0.999999651312828,1.0000027700657057,0.9999965325599508,50.0,-6.802937513317175e-08,-1.618637346484183e-07,9.383435951524653e-08,100.0,100.0,1.0001599788665771,1.0,1.0,0.9999979734420776
2015-12-08 23:59:59,281,Tether,USDT,1.0001599788665771,1.0,1.0,1.0001599788665771,9503.9599609375,951752.256,0.0159978866577148,1.000007650256157,1.0000794267256388,0.9999358737866751,95.99040438650742,1.2730269028704557e-05,2.4165628180221765e-06,1.031370621068238e-05,100.0,100.0,1.0000799894332886,1.0,1.0,0.9999979734420776
2015-12-09 23:59:59,282,Tether,USDT,1.0003900527954102,1.0,1.0001699924468994,1.0000799894332886,17421.19921875,951676.128,-0.0079976638716505,1.0000116497278213,1.0000902236717018,0.9999330757839408,65.7511737089064,1.623142815376788e-05,5.179535885171317e-06,1.1051892268596565e-05,22.876204596018333,74.29206819867278,1.0,1.0,1.0,1.0
2015-12-10 23:59:59,283,Tether,USDT,1.0000699758529663,1.0,1.0000699758529663,1.0,23195.0,951600.0,-0.0079983035490838,1.0000116497278213,1.0000902236717018,0.9999330757839408,50.0,1.2408604548763693e-05,6.625349617889793e-06,5.783254930873898e-06,2.9799851742299057,41.95206325674941,1.0,1.0,1.0,0.9998949766159058
2015-12-11 23:59:59,284,Tether,USDT,1.0,1.0,1.0,1.0,102209.0,951600.0,0.0,1.0000116497278213,1.0000902236717018,0.9999330757839408,50.0,9.272106230806544e-06,7.154700940473143e-06,2.1174052903333995e-06,2.9799851742299057,9.612058314826047,1.0,1.0,1.0,0.9999939799308776
2015-12-12 23:59:59,285,Tether,USDT,1.0,1.0,1.0,1.0,39260.69921875,951600.0,0.0,1.0000116497278213,1.0000902236717018,0.9999330757839408,50.0,6.709070725641197e-06,7.065574897506754e-06,-3.565041718655566e-07,2.9799851742299057,2.9799851742299057,1.0,1.0,1.0,0.9999949932098388
