Date,ticker,Open,High,Low,Close,Volume,Daily_Returns_%,MA_20,BB_upper,BB_lower,RSI_14,MACD,MACD_Signal,MACD_Hist,Stoch_%K,Stoch_%D
2017-10-11,LINK,0.4163460135,0.4541110098,0.4087870121,0.450462997,5477860.0,10.551475605686589,0.32725894973499997,0.5646091359354544,0.0899087635345456,69.44688041967186,0.06775416395191275,0.06365499140773857,0.004099172544174176,88.22530199143084,75.77984377979722
2017-10-12,LINK,0.4528859854,0.4757649899,0.4230209887,0.4440110028,8959280.0,-1.4323028179826225,0.34193435013999995,0.5693559634433975,0.11451273683660243,66.27428378970849,0.06719009203661819,0.06436201153351451,0.0028280805031036804,84.83570032704445,82.21651758639047
2017-10-13,LINK,0.4416359961,0.4737899899,0.4140819907,0.4346030056,7521630.0,-2.118865780503587,0.35710805059,0.564962535293999,0.149253565886001,61.266706252899475,0.06523196079316379,0.06453600138544437,0.0006959594077194237,73.34133760999389,82.13411330948973
2017-10-14,LINK,0.4348480105,0.4593679905,0.3892059922,0.3918600082,4219350.0,-9.834952094035865,0.368187151105,0.5568466120448712,0.17952769016512887,43.52811951484924,0.05954473041617636,0.06353774719159076,-0.003993016775414401,50.75384174788197,69.6436265616401
2017-10-15,LINK,0.3911339939,0.4236960113,0.3707199991,0.4135160148,5135330.0,5.526465101523459,0.3797530517,0.5476196682128374,0.21188643518716263,47.521595398677114,0.05613789540040354,0.06205777683335332,-0.005919881432949782,62.19793760502859,62.09770565430148
2017-10-16,LINK,0.4155249894,0.5277220011,0.3894979954,0.4238069952,12123000.0,2.488653409222197,0.39119550139000003,0.5355810602879737,0.24680994249202637,58.4420058397913,0.0536499074809188,0.060376202962866415,-0.006726295481947614,55.19070287735473,56.0474940767551
2017-10-17,LINK,0.4223830104,0.4223830104,0.3591830134,0.4008480012,6321060.0,-5.41732304091992,0.40150860175499997,0.5123283436986593,0.2906888598113406,56.765468988151596,0.04925774753852008,0.05815251187799715,-0.008894764339477071,33.517779303568915,50.302139928650746
2017-10-18,LINK,0.4027310014,0.4027310014,0.325789988,0.3662289977,5336930.0,-8.636441592913702,0.40763030201,0.4921803630333793,0.3230802409866207,46.02483878308982,0.0424936248253755,0.055020734467472826,-0.012527109642097328,20.026051777988,36.24484465297055
2017-10-19,LINK,0.3678080142,0.3772650063,0.2939209938,0.3000000119,5812480.0,-18.08403654979067,0.40720830261499996,0.4938999977400817,0.3205166074899182,38.12639815315864,0.031426616711938804,0.05030191091636602,-0.01887529420442722,2.600082071587883,18.714637717714933
2017-10-20,LINK,0.2989079952,0.3239519894,0.2162699997,0.2238740027,7715660.0,-25.37533539344503,0.39583380222,0.5126084762139201,0.2790591282260798,22.352054910374008,0.01632501569871131,0.04350653187283508,-0.027181516174123774,2.44146865051589,8.355867500030591
